Березень_ПОСТ2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Час вимірювання (локальний час CairCloud);Чорний вуглець, %;"QC (чорний вуглець)
";"Вихідна напруга (Uвих), мВ
";QC (вихідна напруга);Вхідна напруга (Uвх), мВ;QC (вхідна напруга);"Масова концентрація частинок PM??, мкг/м?
";"QC (PM??)
";"Масова концентрація частинок PM???, мкг/м?
";"QC (PM???)
";"Масова концентрація частинок PM?, мкг/м?
";"QC (PM?)
";Температура модуля PM (внутрішня), °C;"QC (температура модуля)
";"Відносна вологість модуля PM (внутрішня), %
";"QC (відносна вологість)
";"Оксиди озону та азоту (O?–NO?), ppb
";QC (O?–NO?);"Температура повітря (зовнішня)
";"QC (температура повітря)
";"Відносна вологість повітря (зовнішня), %


";"QC (відносна вологість)
";Атмосферний тиск, гПа;"QC (атмосферний тиск)
";"Озон (O?), ppb
";"QC (озон)
";"Діоксид сірки (SO?), ppb
";"QC (діоксид сірки)
";"Діоксид азоту (NO?), ppb
";"QC (діоксид азоту)
";"Оксид вуглецю (CO), ppb
";"QC (оксид вуглецю)
";"Швидкість вітру, м/с
";"QC (швидкість вітру)
";"Напрямок вітру, градуси
";QC (напрямок вітру)
02.03.2025 06:30;94.54;A;4213.87;A;4212.73;A;46.74;A;32.31;A;28.46;A;5.54;A;59.96;A;24;A;-0.91;A;84.2;A;1021.82;A;16;A;0;A;8;A;133;A;0;A;136.67;A
02.03.2025 06:45;94.54;A;4213.8;A;4213;A;49.61;A;34.28;A;30.19;A;5.67;A;59.98;A;24;A;-0.86;A;84.28;A;1021.84;A;15;A;0;A;9;A;167;A;0;A;256.67;A
02.03.2025 07:00;94.54;A;4213.8;A;4212.8;A;48.96;A;33.84;A;29.8;A;5.53;A;59.95;A;24;A;-0.83;A;83.47;A;1021.91;A;14;A;0;A;10;A;210;A;0;A;316.67;A
02.03.2025 07:15;94.54;A;4213.87;A;4212.67;A;47.26;A;32.67;A;28.77;A;5.57;A;60.06;A;25;A;-0.76;A;83.77;A;1021.95;A;16;A;0;A;9;A;178;A;0;A;210;A
02.03.2025 07:30;94.54;A;4214;A;4213.27;A;48.21;A;33.32;A;29.35;A;5.73;A;60.1;A;25;A;-0.77;A;84.65;A;1021.95;A;15;A;0;A;10;A;151;A;0;A;190;A
02.03.2025 07:45;94.54;A;4213.73;A;4212.8;A;48.08;A;33.23;A;29.27;A;5.89;A;59.92;A;25;A;-0.7;A;84.74;A;1021.99;A;17;A;0;A;8;A;130;A;0;A;216.67;A
02.03.2025 08:00;94.53;A;4213.67;A;4212.67;A;51.19;A;35.36;A;31.14;A;5.98;A;59.97;A;25;A;-0.57;A;84.65;A;1021.92;A;15;A;0;A;9;A;134;A;0;A;93.33;A
02.03.2025 08:15;94.53;A;4213.87;A;4213.2;A;53.04;A;37.21;A;31.38;A;5.9;A;59.92;A;25;A;-0.43;A;83.73;A;1021.92;A;17;A;0;A;9;A;133;A;0;A;140;A
02.03.2025 08:30;94.53;A;4210.2;A;4208.93;A;53.24;A;37.29;A;31.94;A;6.01;A;59.85;A;26;A;-0.19;A;82.53;A;1021.88;A;18;A;0;A;8;A;138;A;0;A;276.67;A
02.03.2025 08:45;94.36;A;4192.13;A;4188.73;A;53.4;A;37.4;A;31.89;A;5.88;A;59.97;A;26;A;-0.19;A;82.3;A;1021.79;A;18;A;0;A;8;A;144;A;0;A;136.67;A
02.03.2025 09:00;94.36;A;4211.67;A;4212.07;A;51.91;A;36.29;A;31.22;A;5.88;A;60.01;A;27;A;0.14;A;80.83;A;1021.74;A;20;A;0;A;8;A;134;A;0;A;103.33;A
02.03.2025 09:15;94.42;A;4212.67;A;4212.07;A;48.24;A;33.69;A;29.25;A;6.15;A;60.01;A;27;A;0.43;A;80.96;A;1021.51;A;20;A;0;A;8;A;146;A;0;A;223.33;A
02.03.2025 09:30;94.46;A;4213;A;4213.2;A;48.96;A;33.83;A;29.8;A;6.31;A;59.98;A;27;A;0.59;A;80.43;A;1021.32;A;18;A;0;A;9;A;258;A;0;A;90;A
02.03.2025 09:45;94.49;A;4212.87;A;4212.87;A;49.29;A;34.8;A;28.92;A;6.33;A;59.9;A;28;A;0.79;A;79.44;A;1021.24;A;20;A;0;A;8;A;262;A;0.67;A;333.33;A
02.03.2025 10:00;94.5;A;4213.07;A;4213;A;52.69;A;38.95;A;30.83;A;6.54;A;60.02;A;28;A;0.94;A;79.41;A;1021.17;A;21;A;0;A;7;A;216;A;0;A;100;A
02.03.2025 10:15;94.51;A;4213.67;A;4212.87;A;65.75;A;50.58;A;35.13;A;6.8;A;59.26;A;30;A;1.07;A;78.53;A;1021.14;A;22;A;0;A;7;A;293;A;0;A;130;A
02.03.2025 10:30;94.48;A;4207.47;A;4206.07;A;74.42;A;56.65;A;38.29;A;6.85;A;59.46;A;29;A;1.41;A;78.43;A;1021.06;A;21;A;0;A;8;A;370;A;0.33;A;156.67;A
02.03.2025 10:45;94.47;A;4212.8;A;4212.93;A;80.39;A;60.69;A;40.06;A;7.04;A;58.99;A;30;A;1.54;A;77.32;A;1020.97;A;21;A;0;A;9;A;339;A;0;A;63.33;A
02.03.2025 11:00;94.5;A;4212.8;A;4212.8;A;94.21;A;71.39;A;47.27;A;7.16;A;58.66;A;29;A;1.81;A;77.41;A;1020.92;A;20;A;0;A;9;A;388;A;0;A;70;A
02.03.2025 11:15;94.47;A;4197.6;A;4195.13;A;127.74;A;90.81;A;58.76;A;7.32;A;58.3;A;29;A;1.8;A;76.74;A;1020.84;A;18;A;0;A;11;A;283;A;0.33;A;163.33;A
02.03.2025 11:30;94.36;A;4211.67;A;4212.27;A;92.23;A;69.03;A;45.6;A;7.42;A;57.96;A;29;A;1.87;A;76.59;A;1020.76;A;20;A;0;A;9;A;292;A;0.33;A;270;A
02.03.2025 11:45;94.43;A;4212.33;A;4212.53;A;54.11;A;43.12;A;30.12;A;7.47;A;58.12;A;28;A;1.94;A;76.95;A;1020.65;A;21;A;0;A;8;A;232;A;0;A;130;A
02.03.2025 12:00;94.47;A;4212.8;A;4213;A;50.88;A;41.26;A;28.19;A;7.5;A;57.63;A;28;A;1.91;A;76.38;A;1020.46;A;21;A;0;A;7;A;230;A;0;A;226.67;A
02.03.2025 12:15;94.49;A;4212.8;A;4213.07;A;62.42;A;49.69;A;33.34;A;7.54;A;57.9;A;28;A;2.03;A;76.14;A;1020.41;A;21;A;0;A;8;A;226;A;0;A;86.67;A
02.03.2025 12:30;94.51;A;4213.07;A;4212.93;A;78.18;A;59.63;A;39.33;A;7.6;A;57.47;A;29;A;2.02;A;76.2;A;1020.33;A;19;A;0;A;9;A;249;A;0;A;240;A
02.03.2025 12:45;94.52;A;4213.67;A;4213.27;A;101.93;A;77.32;A;50.11;A;7.59;A;57.41;A;29;A;1.91;A;76.16;A;1020.06;A;18;A;0;A;11;A;245;A;0;A;96.67;A
02.03.2025 13:00;94.52;A;4213.67;A;4213.47;A;87.68;A;68.42;A;45.26;A;7.5;A;57.61;A;28;A;1.87;A;76.63;A;1019.83;A;17;A;0;A;11;A;249;A;0;A;273.33;A
02.03.2025 13:15;94.44;A;4189.87;A;4186.2;A;94.08;A;70.67;A;46.64;A;7.52;A;57.95;A;28;A;2.01;A;75.99;A;1019.69;A;18;A;0;A;11;A;248;A;0;A;213.33;A
02.03.2025 13:30;94.34;A;4211.6;A;4212.2;A;84.21;A;66.26;A;44.59;A;7.58;A;57.6;A;28;A;2.08;A;75.96;A;1019.45;A;17;A;0;A;12;A;259;A;0;A;253.33;A
02.03.2025 13:45;94.41;A;4212.2;A;4212.93;A;91.22;A;71.14;A;47.62;A;7.57;A;57.82;A;28;A;2.04;A;76.36;A;1019.48;A;17;A;0;A;11;A;245;A;0;A;156.67;A
02.03.2025 14:00;94.46;A;4212.73;A;4213;A;85.37;A;67.79;A;45.99;A;7.59;A;57.95;A;28;A;2.17;A;75.93;A;1019.33;A;17;A;0;A;11;A;251;A;0;A;250;A
02.03.2025 14:15;94.48;A;4212.87;A;4212.87;A;93.43;A;74.14;A;50.33;A;7.59;A;58.21;A;28;A;2.02;A;76.98;A;1019.38;A;17;A;0;A;11;A;279;A;0;A;123.33;A
02.03.2025 14:30;94.5;A;4212.93;A;4213.2;A;95.7;A;75.9;A;50.57;A;7.6;A;58.3;A;28;A;2.13;A;77.48;A;1019.22;A;16;A;0;A;12;A;274;A;0;A;263.33;A
02.03.2025 14:45;94.51;A;4213.4;A;4213.33;A;94.57;A;73.94;A;49.65;A;7.64;A;58.97;A;28;A;2.05;A;78.24;A;1019.14;A;17;A;0;A;11;A;263;A;0;A;156.67;A
02.03.2025 15:00;94.52;A;4213.47;A;4212.67;A;95.06;A;74.18;A;51.49;A;7.6;A;59.76;A;28;A;1.96;A;79.77;A;1019.06;A;16;A;0;A;12;A;247;A;0;A;190;A
02.03.2025 15:15;94.52;A;4213.87;A;4213.47;A;93.19;A;64.18;A;56.52;A;8.03;A;60.13;A;27;A;1.87;A;82.45;A;1019.04;A;13;A;0;A;14;A;263;A;2.33;A;230;A
02.03.2025 15:30;94.53;A;4213.87;A;4213.2;A;106.05;A;73;A;64.29;A;8.29;A;59.98;A;27;A;1.84;A;83.52;A;1019.03;A;13;A;0;A;14;A;294;A;0;A;250;A
02.03.2025 15:45;94.53;A;4213.6;A;4213.13;A;102.13;A;70.31;A;61.92;A;8.53;A;59.92;A;26;A;1.88;A;84.09;A;1018.87;A;12;A;0;A;14;A;276;A;0;A;303.33;A
02.03.2025 16:00;94.53;A;4213.53;A;4212.87;A;97.57;A;67.18;A;59.17;A;8.43;A;60.02;A;27;A;1.8;A;84.54;A;1018.92;A;12;A;0;A;16;A;267;A;0;A;220;A
02.03.2025 16:15;94.53;A;4213.6;A;4213;A;94.14;A;64.83;A;57.1;A;8.48;A;60.05;A;26;A;1.76;A;84.98;A;1018.89;A;11;A;0;A;15;A;242;A;0;A;133.33;A
02.03.2025 16:30;94.53;A;4213.53;A;4212.87;A;89.69;A;61.78;A;54.41;A;8.49;A;59.93;A;26;A;1.8;A;84.64;A;1018.86;A;12;A;1;A;13;A;232;A;0;A;183.33;A
02.03.2025 16:45;94.53;A;4213.6;A;4212.8;A;101.24;A;69.7;A;61.38;A;8.47;A;60.06;A;26;A;1.82;A;84.37;A;1018.92;A;11;A;0;A;14;A;345;A;0;A;293.33;A
02.03.2025 17:00;94.53;A;4213.93;A;4213.4;A;117.11;A;80.59;A;70.97;A;8.37;A;60.02;A;26;A;1.78;A;84.65;A;1018.79;A;7;A;1;A;19;A;376;A;0;A;130;A
02.03.2025 17:15;94.53;A;4213.8;A;4212.93;A;127.45;A;87.68;A;77.22;A;8.58;A;60.02;A;26;A;1.73;A;85.52;A;1018.92;A;5;A;1;A;21;A;409;A;0;A;136.67;A
02.03.2025 17:30;94.53;A;4213.73;A;4213.4;A;112.26;A;77.26;A;68.04;A;8.47;A;60.04;A;24;A;1.6;A;85.8;A;1018.85;A;10;A;1;A;14;A;400;A;0;A;263.33;A
02.03.2025 17:45;94.53;A;4213.73;A;4213.33;A;118.33;A;81.43;A;71.71;A;8.6;A;60;A;24;A;1.53;A;86.85;A;1018.75;A;9;A;1;A;15;A;451;A;0;A;143.33;A
02.03.2025 18:00;94.53;A;4213.6;A;4212.8;A;122.94;A;84.59;A;74.49;A;8.7;A;60.05;A;24;A;1.47;A;87.68;A;1018.83;A;6;A;1;A;19;A;667;A;0;A;183.33;A
02.03.2025 18:15;94.53;A;4213.73;A;4213.47;A;132.52;A;91.16;A;80.28;A;8.78;A;60;A;23;A;1.45;A;88.05;A;1018.88;A;7;A;1;A;16;A;509;A;0;A;243.33;A
02.03.2025 18:30;94.52;A;4213.73;A;4213.47;A;119.8;A;82.43;A;72.6;A;8.8;A;59.91;A;24;A;1.4;A;88.12;A;1018.91;A;8;A;1;A;16;A;447;A;0;A;130;A
02.03.2025 18:45;94.52;A;4213.73;A;4213.2;A;107.74;A;74.16;A;65.31;A;8.68;A;60.01;A;24;A;1.34;A;88.15;A;1018.85;A;10;A;1;A;14;A;442;A;0.33;A;200;A
02.03.2025 19:00;94.52;A;4213.93;A;4213.4;A;100.37;A;69.1;A;60.86;A;8.59;A;60.08;A;24;A;1.29;A;88.43;A;1018.89;A;11;A;1;A;13;A;359;A;0;A;126.67;A
02.03.2025 19:15;94.52;A;4213.73;A;4213.2;A;112;A;77.08;A;67.89;A;8.73;A;59.99;A;23;A;1.25;A;88.99;A;1018.89;A;9;A;1;A;14;A;410;A;0;A;130;A
02.03.2025 19:30;94.52;A;4213.73;A;4213.13;A;119.55;A;82.26;A;72.45;A;8.72;A;59.96;A;23;A;1.23;A;88.98;A;1018.87;A;10;A;1;A;13;A;410;A;0;A;133.33;A
02.03.2025 19:45;94.52;A;4213.67;A;4212.47;A;118.14;A;81.3;A;71.6;A;8.63;A;59.98;A;22;A;1.19;A;89;A;1018.8;A;7;A;1;A;14;A;445;A;0;A;256.67;A
02.03.2025 20:00;94.52;A;4213.73;A;4213;A;117.76;A;81.03;A;71.37;A;8.67;A;59.98;A;21;A;1.17;A;89.25;A;1018.72;A;6;A;1;A;15;A;410;A;0;A;193.33;A
02.03.2025 20:15;94.52;A;4213.8;A;4213.27;A;110.67;A;76.17;A;67.08;A;8.62;A;59.97;A;22;A;1.19;A;88.86;A;1018.79;A;9;A;2;A;13;A;364;A;0;A;203.33;A
02.03.2025 20:30;94.52;A;4213.8;A;4212.67;A;97.05;A;66.82;A;58.85;A;8.55;A;60;A;23;A;1.21;A;88.61;A;1018.74;A;9;A;1;A;13;A;375;A;0;A;123.33;A
02.03.2025 20:45;94.52;A;4213.8;A;4213.13;A;98.07;A;67.52;A;59.47;A;8.54;A;59.98;A;22;A;1.18;A;88.35;A;1018.76;A;11;A;2;A;11;A;575;A;0;A;196.67;A
02.03.2025 21:00;94.52;A;4214;A;4213.4;A;102.6;A;70.63;A;62.2;A;8.5;A;60;A;21;A;1.21;A;88.36;A;1018.52;A;10;A;2;A;11;A;361;A;0;A;250;A
02.03.2025 21:15;94.51;A;4213.67;A;4212.33;A;101.65;A;69.98;A;61.63;A;8.52;A;59.95;A;21;A;1.2;A;88.32;A;1018.41;A;10;A;2;A;11;A;346;A;0;A;253.33;A
02.03.2025 21:30;94.51;A;4213.73;A;4213.13;A;102.37;A;70.47;A;62.06;A;8.51;A;60.03;A;20;A;1.18;A;88.6;A;1018.28;A;9;A;3;A;11;A;334;A;0;A;290;A
02.03.2025 21:45;94.51;A;4213.73;A;4213.33;A;102.13;A;70.31;A;61.92;A;8.46;A;59.99;A;21;A;1.23;A;87.99;A;1018.24;A;10;A;2;A;11;A;330;A;0;A;270;A
02.03.2025 22:00;94.51;A;4213.73;A;4212.53;A;103.9;A;71.52;A;62.99;A;8.43;A;60;A;20;A;1.16;A;88.28;A;1018.33;A;9;A;3;A;11;A;346;A;0;A;196.67;A
02.03.2025 22:15;94.51;A;4213.67;A;4213.27;A;108.51;A;74.69;A;65.77;A;8.49;A;60.01;A;19;A;1.17;A;88.7;A;1018.2;A;6;A;2;A;13;A;395;A;0;A;240;A
02.03.2025 22:30;94.51;A;4213.67;A;4212.67;A;101.1;A;69.61;A;61.3;A;8.46;A;60.01;A;19;A;1.16;A;88.54;A;1018.12;A;8;A;3;A;12;A;319;A;0;A;196.67;A
02.03.2025 22:45;94.51;A;4213.87;A;4213.07;A;102.76;A;70.74;A;62.3;A;8.48;A;60.01;A;19;A;1.18;A;88.47;A;1018.27;A;9;A;2;A;10;A;237;A;0.33;A;143.33;A
02.03.2025 23:00;94.51;A;4213.87;A;4212.73;A;80.88;A;55.73;A;49.08;A;8.48;A;59.99;A;20;A;1.23;A;88.38;A;1018.24;A;13;A;2;A;8;A;183;A;0.33;A;183.33;A
02.03.2025 23:15;94.51;A;4213.8;A;4213;A;73.63;A;50.76;A;44.7;A;8.43;A;59.99;A;20;A;1.22;A;87.89;A;1018.03;A;13;A;1;A;7;A;162;A;0;A;196.67;A
02.03.2025 23:30;94.5;A;4213.8;A;4213;A;62.84;A;43.36;A;38.19;A;8.36;A;59.98;A;21;A;1.17;A;87.87;A;1017.94;A;14;A;1;A;7;A;147;A;0;A;140;A
02.03.2025 23:45;94.5;A;4213.73;A;4212.73;A;63.28;A;43.65;A;38.45;A;8.36;A;59.96;A;21;A;1.16;A;87.89;A;1017.95;A;14;A;2;A;7;A;141;A;0;A;126.67;A
03.03.2025 00:00;94.5;A;4213.73;A;4212.33;A;66.43;A;45.82;A;40.35;A;8.34;A;59.97;A;21;A;1.15;A;87.79;A;1018.05;A;13;A;1;A;7;A;153;A;0.33;A;136.67;A
03.03.2025 00:15;94.5;A;4213.73;A;4212.8;A;70.15;A;48.37;A;42.6;A;8.31;A;59.99;A;20;A;1.18;A;87.58;A;1017.99;A;14;A;1;A;6;A;170;A;0;A;260;A
03.03.2025 00:30;94.5;A;4213.8;A;4213.13;A;69.7;A;48.06;A;42.33;A;8.22;A;59.95;A;22;A;1.12;A;87.5;A;1018;A;14;A;1;A;8;A;167;A;0;A;333.33;A
03.03.2025 00:45;94.5;A;4213.73;A;4213;A;67.7;A;46.69;A;41.12;A;8.2;A;60.07;A;21;A;1.11;A;87.9;A;1018.09;A;14;A;1;A;7;A;165;A;0;A;276.67;A
03.03.2025 01:00;94.5;A;4214;A;4213.73;A;69.15;A;47.68;A;42;A;8.23;A;59.99;A;19;A;1.09;A;87.85;A;1018.09;A;13;A;1;A;6;A;170;A;0;A;290;A
03.03.2025 01:15;94.5;A;4213.73;A;4213.2;A;69.97;A;48.24;A;42.49;A;8.25;A;59.99;A;19;A;1.07;A;87.98;A;1017.96;A;13;A;2;A;6;A;168;A;0;A;300;A
03.03.2025 01:30;94.5;A;4213.8;A;4212.33;A;69.44;A;47.88;A;42.17;A;8.2;A;60.08;A;19;A;1.02;A;88.18;A;1017.86;A;13;A;2;A;5;A;167;A;0.67;A;313.33;A
03.03.2025 01:45;94.49;A;4213.73;A;4212.67;A;70.97;A;48.93;A;43.09;A;8.25;A;59.91;A;18;A;1.01;A;88.16;A;1017.56;A;13;A;2;A;6;A;174;A;0.67;A;320;A
03.03.2025 02:00;94.49;A;4213.73;A;4212.6;A;73.27;A;50.51;A;44.48;A;8.23;A;60.05;A;17;A;0.98;A;88.51;A;1017.36;A;11;A;1;A;6;A;174;A;0;A;246.67;A
03.03.2025 02:15;94.49;A;4213.73;A;4213.13;A;79.41;A;54.72;A;48.19;A;8.36;A;59.97;A;16;A;1.01;A;88.92;A;1017.5;A;10;A;2;A;7;A;190;A;0;A;196.67;A
03.03.2025 02:30;94.49;A;4213.73;A;4212.53;A;87.48;A;60.26;A;53.07;A;8.31;A;59.95;A;18;A;1.02;A;88.52;A;1017.55;A;10;A;2;A;8;A;250;A;0.33;A;140;A
03.03.2025 02:45;94.49;A;4213.8;A;4212.87;A;85.59;A;58.96;A;51.93;A;8.28;A;60;A;17;A;1.08;A;88.36;A;1017.64;A;10;A;2;A;7;A;245;A;0;A;233.33;A
03.03.2025 03:00;94.49;A;4213.93;A;4212.93;A;86.94;A;59.89;A;52.74;A;8.3;A;59.97;A;17;A;1.12;A;88.03;A;1017.59;A;10;A;2;A;7;A;243;A;0;A;293.33;A
03.03.2025 03:15;94.49;A;4213.93;A;4213.2;A;85.55;A;58.93;A;51.9;A;8.31;A;59.98;A;16;A;1.03;A;88.6;A;1017.53;A;9;A;2;A;8;A;230;A;0;A;243.33;A
03.03.2025 03:30;94.49;A;4213.73;A;4212.73;A;78.1;A;53.82;A;47.4;A;8.38;A;60;A;15;A;1.07;A;88.57;A;1017.59;A;9;A;3;A;7;A;212;A;0;A;230;A
03.03.2025 03:45;94.49;A;4213.8;A;4213.07;A;77.49;A;53.41;A;47.04;A;8.36;A;60;A;16;A;1.12;A;88.41;A;1017.7;A;9;A;3;A;7;A;213;A;0;A;163.33;A
03.03.2025 04:00;94.49;A;4213.6;A;4212.8;A;79.77;A;54.97;A;48.41;A;8.31;A;59.96;A;18;A;1.19;A;87.6;A;1017.69;A;10;A;2;A;8;A;208;A;0;A;200;A
03.03.2025 04:15;94.49;A;4213.73;A;4213.4;A;70.02;A;48.28;A;42.52;A;8.13;A;59.9;A;20;A;1.26;A;86.3;A;1017.72;A;12;A;1;A;8;A;212;A;0;A;120;A
03.03.2025 04:30;94.49;A;4213.8;A;4212.93;A;57.51;A;39.7;A;34.96;A;7.94;A;59.89;A;21;A;1.34;A;84.75;A;1017.9;A;15;A;1;A;7;A;173;A;0;A;136.67;A
03.03.2025 04:45;94.49;A;4213.73;A;4213.07;A;51.64;A;35.67;A;31.41;A;7.47;A;60.16;A;25;A;1.46;A;82.76;A;1017.99;A;19;A;0;A;5;A;130;A;0;A;86.67;A
03.03.2025 05:00;94.49;A;4213.87;A;4212.67;A;50.33;A;34.77;A;30.63;A;7.59;A;59.89;A;24;A;1.48;A;82.55;A;1017.9;A;19;A;0;A;5;A;128;A;0;A;270;A
03.03.2025 05:15;94.49;A;4213.93;A;4213.33;A;50.05;A;36.34;A;29.76;A;7.3;A;59.82;A;24;A;1.35;A;81.59;A;1017.62;A;19;A;1;A;6;A;117;A;0;A;203.33;A
03.03.2025 05:30;94.43;A;4207.6;A;4207.07;A;52.44;A;37.9;A;30.97;A;7.11;A;59.99;A;24;A;1.01;A;82.5;A;1017.48;A;19;A;1;A;5;A;114;A;0;A;193.33;A
03.03.2025 05:45;94.45;A;4213.07;A;4213.13;A;51.62;A;36.06;A;31.24;A;7.1;A;59.86;A;20;A;0.53;A;84.37;A;1017.47;A;15;A;1;A;5;A;113;A;0;A;223.33;A
03.03.2025 06:00;94.46;A;4213.6;A;4212.6;A;51.48;A;35.97;A;31.16;A;6.61;A;60.04;A;19;A;0;A;85.14;A;1017.69;A;13;A;2;A;6;A;111;A;0;A;250;A
03.03.2025 06:15;94.47;A;4213.8;A;4212.73;A;54.26;A;37.47;A;33;A;6.67;A;60.17;A;20;A;-0.12;A;86.74;A;1017.74;A;10;A;2;A;10;A;178;A;0.33;A;316.67;A
03.03.2025 06:30;94.47;A;4213.73;A;4212.53;A;55.78;A;38.51;A;33.92;A;6.98;A;59.96;A;18;A;-0.06;A;87.25;A;1017.91;A;10;A;2;A;8;A;177;A;0.33;A;266.67;A
03.03.2025 06:45;94.48;A;4213.87;A;4212.87;A;59.57;A;41.11;A;36.21;A;7.06;A;60.01;A;19;A;0.13;A;87.38;A;1018.02;A;8;A;1;A;11;A;211;A;0;A;290;A
03.03.2025 07:00;94.48;A;4213.73;A;4212.93;A;61.68;A;42.56;A;37.49;A;7.33;A;59.94;A;20;A;0.38;A;87.15;A;1018.12;A;9;A;1;A;11;A;222;A;0.33;A;306.67;A
03.03.2025 07:15;94.48;A;4214;A;4213.4;A;59.45;A;41.03;A;36.13;A;7.35;A;59.99;A;22;A;0.57;A;86.38;A;1018.02;A;13;A;1;A;9;A;193;A;0;A;140;A
03.03.2025 07:30;94.48;A;4213.67;A;4212.8;A;60.14;A;41.51;A;36.55;A;7.42;A;60.02;A;22;A;0.88;A;85.21;A;1017.94;A;12;A;0;A;10;A;196;A;0.33;A;323.33;A
03.03.2025 07:45;94.48;A;4213.73;A;4213;A;62.11;A;42.85;A;37.74;A;7.47;A;60.01;A;22;A;1.16;A;83.77;A;1018.04;A;13;A;1;A;10;A;190;A;0;A;190;A
03.03.2025 08:00;94.48;A;4213.73;A;4213.07;A;62.34;A;43.01;A;37.88;A;7.52;A;59.83;A;23;A;1.48;A;82.91;A;1018.09;A;14;A;0;A;10;A;190;A;0.33;A;243.33;A
03.03.2025 08:15;94.48;A;4213.8;A;4213.2;A;62.8;A;43.33;A;38.16;A;7.6;A;59.93;A;23;A;1.71;A;81.91;A;1018.16;A;14;A;1;A;9;A;199;A;0.33;A;306.67;A
03.03.2025 08:30;94.48;A;4213.67;A;4212.8;A;67.31;A;47.42;A;39.83;A;7.46;A;59.97;A;24;A;1.92;A;80.63;A;1018.17;A;12;A;0;A;12;A;212;A;0.33;A;320;A
03.03.2025 08:45;94.48;A;4213.73;A;4213.2;A;70.56;A;52.41;A;40.04;A;7.83;A;59.79;A;23;A;2.55;A;78.74;A;1018.14;A;11;A;0;A;12;A;214;A;0;A;243.33;A
03.03.2025 09:00;94.48;A;4213.87;A;4213.6;A;74.66;A;56.9;A;40.36;A;8.22;A;59.34;A;24;A;3.23;A;76.44;A;1018.3;A;13;A;0;A;11;A;185;A;0;A;216.67;A
03.03.2025 09:15;94.48;A;4213.33;A;4214.13;A;74.29;A;59.63;A;39.53;A;9.1;A;56.77;A;23;A;4.63;A;70.22;A;1017.98;A;18;A;0;A;5;A;156;A;0;A;250;A
03.03.2025 09:30;94.48;A;4212.87;A;4214.07;A;73.84;A;57.63;A;37.51;A;10.41;A;53.3;A;25;A;5.7;A;67.12;A;1017.99;A;17;A;0;A;9;A;160;A;0.33;A;263.33;A
03.03.2025 09:45;94.47;A;4212.93;A;4214.13;A;77.53;A;59.59;A;40.11;A;11.63;A;50.39;A;25;A;6.23;A;65.65;A;1017.74;A;16;A;0;A;9;A;192;A;0.67;A;340;A
03.03.2025 10:00;94.47;A;4212.87;A;4214.07;A;96.52;A;70.55;A;45.95;A;12.29;A;48.61;A;25;A;6.46;A;65.69;A;1017.71;A;15;A;1;A;10;A;187;A;0.33;A;160;A
03.03.2025 10:15;94.47;A;4212.87;A;4213.87;A;87.89;A;64.75;A;42.65;A;12.81;A;48.07;A;23;A;6.9;A;64.1;A;1017.66;A;16;A;0;A;7;A;184;A;1;A;340;A
03.03.2025 10:30;94.47;A;4212.87;A;4214.2;A;73.63;A;55.9;A;37.55;A;13.22;A;47.28;A;23;A;7.09;A;64.45;A;1017.61;A;15;A;0;A;8;A;215;A;0.67;A;226.67;A
03.03.2025 10:45;94.47;A;4212.8;A;4214.07;A;64.37;A;49.59;A;33.41;A;13.39;A;47.8;A;23;A;6.97;A;66.73;A;1017.7;A;17;A;1;A;6;A;174;A;0.67;A;350;A
03.03.2025 11:00;94.47;A;4212.87;A;4214;A;54.96;A;43.86;A;30.4;A;13.18;A;48.66;A;24;A;6.83;A;66.88;A;1017.62;A;15;A;1;A;9;A;239;A;0.67;A;343.33;A
03.03.2025 11:15;94.47;A;4213;A;4214.67;A;45.85;A;36.91;A;25.5;A;13.05;A;49.32;A;22;A;6.75;A;68.06;A;1017.73;A;15;A;1;A;7;A;189;A;0.33;A;230;A
03.03.2025 11:30;94.47;A;4212.87;A;4213.47;A;44.23;A;36.81;A;25.6;A;12.83;A;50.24;A;23;A;6.5;A;69.59;A;1017.81;A;16;A;1;A;7;A;199;A;1;A;343.33;A
03.03.2025 11:45;94.47;A;4213;A;4214.27;A;41.84;A;33.84;A;23.7;A;12.53;A;50.94;A;21;A;6.43;A;68.43;A;1017.6;A;14;A;1;A;8;A;240;A;0;A;120;A
03.03.2025 12:00;94.47;A;4213;A;4214.27;A;39.27;A;33.15;A;23;A;12.43;A;51.54;A;21;A;6.48;A;69.02;A;1017.53;A;13;A;1;A;8;A;203;A;0.67;A;340;A
03.03.2025 12:15;94.47;A;4213;A;4214;A;38.77;A;32.01;A;22.36;A;12.33;A;52.03;A;21;A;6.39;A;69.94;A;1017.49;A;15;A;1;A;6;A;194;A;0.33;A;340;A
03.03.2025 12:30;94.47;A;4213.13;A;4214.07;A;40.06;A;32.95;A;23.39;A;12.28;A;52.84;A;20;A;6.31;A;70.89;A;1017.54;A;14;A;2;A;6;A;180;A;1.33;A;340;A
03.03.2025 12:45;94.47;A;4213.13;A;4214.13;A;43.95;A;35.39;A;24.41;A;12.14;A;53.32;A;20;A;6.24;A;71.15;A;1017.52;A;14;A;2;A;6;A;190;A;0.67;A;350;A
