Березень_ПОСТ2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Час вимірювання (локальний час CairCloud);Чорний вуглець, %;"QC (чорний вуглець)
";"Вихідна напруга (Uвих), мВ
";QC (вихідна напруга);Вхідна напруга (Uвх), мВ;QC (вхідна напруга);"Масова концентрація частинок PM??, мкг/м?
";"QC (PM??)
";"Масова концентрація частинок PM???, мкг/м?
";"QC (PM???)
";"Масова концентрація частинок PM?, мкг/м?
";"QC (PM?)
";Температура модуля PM (внутрішня), °C;"QC (температура модуля)
";"Відносна вологість модуля PM (внутрішня), %
";"QC (відносна вологість)
";"Оксиди озону та азоту (O?–NO?), ppb
";QC (O?–NO?);"Температура повітря (зовнішня)
";"QC (температура повітря)
";"Відносна вологість повітря (зовнішня), %


";"QC (відносна вологість)
";Атмосферний тиск, гПа;"QC (атмосферний тиск)
";"Озон (O?), ppb
";"QC (озон)
";"Діоксид сірки (SO?), ppb
";"QC (діоксид сірки)
";"Діоксид азоту (NO?), ppb
";"QC (діоксид азоту)
";"Оксид вуглецю (CO), ppb
";"QC (оксид вуглецю)
";"Швидкість вітру, м/с
";"QC (швидкість вітру)
";"Напрямок вітру, градуси
";QC (напрямок вітру)
09.03.2025 23:45;94.39;A;4213;A;4213.87;A;280.85;A;197.82;A;127.15;A;11.04;A;55.74;A;14;A;5.27;A;73.08;A;1012.71;A;0;A;23;A;17;A;1134;A;0;A;166.67;A
10.03.2025 00:00;94.42;A;4212.73;A;4213.4;A;275.82;A;193.15;A;125.61;A;10.86;A;56.21;A;14;A;5.12;A;73.83;A;1012.76;A;0;A;24;A;18;A;1160;A;0;A;196.67;A
10.03.2025 00:15;94.42;A;4206.2;A;4205.4;A;306.82;A;213.57;A;135.89;A;10.63;A;56.41;A;14;A;4.86;A;74.26;A;1012.72;A;0;A;24;A;17;A;1182;A;0;A;210;A
10.03.2025 00:30;94.28;A;4199.67;A;4198.27;A;329.74;A;229.55;A;145.27;A;10.45;A;56.74;A;14;A;4.68;A;74.54;A;1012.72;A;0;A;24;A;18;A;1252;A;0;A;180;A
10.03.2025 00:45;94.32;A;4211.87;A;4212.53;A;323.67;A;226.38;A;143.29;A;10.25;A;56.73;A;14;A;4.53;A;74.36;A;1012.88;A;0;A;24;A;17;A;1231;A;0;A;230;A
10.03.2025 01:00;94.37;A;4212.73;A;4212.87;A;292.52;A;207.79;A;134.4;A;10.07;A;57.08;A;14;A;4.34;A;74.81;A;1012.88;A;0;A;24;A;18;A;1224;A;0;A;186.67;A
10.03.2025 01:15;94.4;A;4212.8;A;4213.07;A;276.27;A;196.83;A;127.34;A;9.9;A;57.59;A;14;A;4.26;A;75.54;A;1012.94;A;0;A;24;A;17;A;1156;A;0;A;200;A
10.03.2025 01:30;94.42;A;4213;A;4213.47;A;272.08;A;193.05;A;123.67;A;9.77;A;57.94;A;13;A;4.07;A;76.17;A;1012.86;A;0;A;23;A;17;A;1059;A;0;A;233.33;A
10.03.2025 01:45;94.44;A;4213.27;A;4213.27;A;259.99;A;182.89;A;118.44;A;9.63;A;58;A;14;A;3.95;A;75.74;A;1012.72;A;0;A;21;A;18;A;1038;A;0;A;283.33;A
10.03.2025 02:00;94.4;A;4198.93;A;4196.93;A;229.36;A;161.25;A;105.15;A;9.51;A;58.18;A;15;A;3.83;A;76.47;A;1012.57;A;0;A;20;A;18;A;934;A;0;A;156.67;A
10.03.2025 02:15;94.24;A;4202.4;A;4201.53;A;228.88;A;163.25;A;105.69;A;9.37;A;58.5;A;12;A;3.66;A;76.94;A;1012.46;A;0;A;21;A;15;A;871;A;0;A;293.33;A
10.03.2025 02:30;94.31;A;4211.87;A;4212.4;A;191.29;A;136.41;A;89.24;A;9.18;A;58.9;A;12;A;3.46;A;77.68;A;1012.32;A;0;A;20;A;15;A;821;A;0;A;146.67;A
10.03.2025 02:45;94.36;A;4212.8;A;4212.53;A;167.62;A;121.17;A;81.43;A;9.01;A;59.1;A;13;A;3.37;A;77.5;A;1012.25;A;0;A;18;A;16;A;771;A;0;A;256.67;A
10.03.2025 03:00;94.4;A;4212.8;A;4213.33;A;146.16;A;105.61;A;70.4;A;8.88;A;59.28;A;14;A;3.34;A;77.39;A;1012.24;A;0;A;14;A;17;A;704;A;0;A;243.33;A
10.03.2025 03:15;94.42;A;4212.93;A;4213.27;A;151.63;A;107.22;A;77.47;A;8.81;A;59.79;A;12;A;3.19;A;78.4;A;1012.26;A;0;A;16;A;15;A;694;A;0;A;190;A
10.03.2025 03:30;94.44;A;4213.53;A;4213.93;A;125.91;A;92.87;A;63.36;A;8.68;A;59.65;A;13;A;3.06;A;78.15;A;1012.25;A;0;A;15;A;15;A;661;A;0;A;216.67;A
10.03.2025 03:45;94.44;A;4213.8;A;4213.47;A;106.85;A;76.41;A;59.39;A;8.63;A;59.83;A;13;A;3.08;A;78.23;A;1012.29;A;0;A;14;A;16;A;641;A;0;A;293.33;A
10.03.2025 04:00;94.44;A;4206.67;A;4205.27;A;97.12;A;68.97;A;53.37;A;8.6;A;59.93;A;14;A;3.16;A;78.13;A;1012.2;A;0;A;14;A;16;A;579;A;0;A;163.33;A
10.03.2025 04:15;94.28;A;4200.73;A;4199.73;A;99.89;A;71.1;A;55.76;A;8.83;A;59.81;A;12;A;2.96;A;79.33;A;1012.26;A;0;A;13;A;15;A;527;A;0;A;280;A
10.03.2025 04:30;94.34;A;4212.2;A;4212.27;A;87.14;A;60.13;A;52.79;A;8.66;A;60.04;A;11;A;2.92;A;79.45;A;1012.15;A;0;A;14;A;14;A;514;A;0;A;283.33;A
10.03.2025 04:45;94.38;A;4212.87;A;4213;A;78.19;A;54.67;A;46.45;A;8.91;A;59.84;A;12;A;3.18;A;79.45;A;1012.16;A;0;A;12;A;14;A;412;A;0;A;216.67;A
10.03.2025 05:00;94.41;A;4212.8;A;4213.4;A;76.79;A;54.34;A;44.44;A;8.69;A;60.01;A;12;A;2.99;A;79.78;A;1012.31;A;0;A;11;A;15;A;389;A;0;A;230;A
10.03.2025 05:15;94.43;A;4212.93;A;4213.2;A;67.89;A;46.82;A;41.23;A;8.91;A;59.96;A;13;A;3.04;A;79.55;A;1012.26;A;0;A;10;A;16;A;338;A;0;A;190;A
10.03.2025 05:30;94.33;A;4192.27;A;4189.4;A;75.08;A;52.33;A;42.78;A;8.69;A;59.9;A;13;A;2.99;A;79.85;A;1012.38;A;0;A;8;A;17;A;364;A;0;A;276.67;A
10.03.2025 05:45;94.27;A;4211.6;A;4212;A;62.96;A;44.56;A;36.9;A;8.99;A;59.86;A;16;A;3.09;A;79.98;A;1012.27;A;0;A;7;A;19;A;299;A;0;A;133.33;A
10.03.2025 06:00;94.34;A;4212.13;A;4212.33;A;60.39;A;42.23;A;35.91;A;8.95;A;59.94;A;16;A;3.14;A;79.9;A;1012.25;A;0;A;6;A;21;A;294;A;0;A;236.67;A
10.03.2025 06:15;94.38;A;4212.8;A;4213.07;A;57.97;A;40.01;A;35.24;A;8.92;A;60.1;A;16;A;3.1;A;80.1;A;1012.16;A;0;A;6;A;20;A;263;A;0;A;186.67;A
10.03.2025 06:30;94.41;A;4212.87;A;4213.67;A;57.31;A;39.84;A;34.18;A;8.94;A;60.03;A;16;A;3.07;A;80.43;A;1012.06;A;0;A;6;A;20;A;253;A;0;A;176.67;A
10.03.2025 06:45;94.43;A;4212.93;A;4213.6;A;52.46;A;36.23;A;31.91;A;9.19;A;59.97;A;17;A;3.21;A;80.41;A;1011.96;A;0;A;5;A;22;A;233;A;0.33;A;130;A
10.03.2025 07:00;94.44;A;4213.47;A;4213.27;A;56.05;A;38.7;A;34.08;A;9.19;A;59.97;A;17;A;3.36;A;80.18;A;1011.95;A;0;A;4;A;21;A;244;A;0;A;240;A
10.03.2025 07:15;94.38;A;4200.07;A;4197.67;A;65.23;A;40.41;A;32.71;A;9.26;A;59.97;A;14;A;3.95;A;78.09;A;1011.87;A;0;A;4;A;18;A;229;A;0;A;313.33;A
10.03.2025 07:30;94.34;A;4211.87;A;4212.8;A;54.16;A;38;A;28.6;A;9.92;A;59.36;A;15;A;5.09;A;74.83;A;1011.81;A;0;A;3;A;18;A;248;A;0;A;296.67;A
10.03.2025 07:45;94.38;A;4212.8;A;4213.87;A;51.21;A;37.88;A;26.4;A;10.6;A;58.37;A;19;A;5.55;A;73.95;A;1011.8;A;0;A;2;A;23;A;276;A;0;A;130;A
10.03.2025 08:00;94.41;A;4212.87;A;4214;A;52.68;A;38.57;A;26.93;A;11.08;A;57.39;A;21;A;5.89;A;73.49;A;1011.81;A;0;A;4;A;24;A;309;A;0;A;183.33;A
10.03.2025 08:15;94.36;A;4193.47;A;4191.27;A;49.25;A;35.43;A;25.35;A;11.4;A;57.11;A;19;A;6.23;A;73.07;A;1011.79;A;0;A;4;A;22;A;301;A;0;A;153.33;A
10.03.2025 08:30;94.2;A;4203.8;A;4204.2;A;48.18;A;33.04;A;22.85;A;11.77;A;57.17;A;19;A;6.7;A;72.58;A;1011.71;A;0;A;3;A;21;A;273;A;0;A;200;A
10.03.2025 08:45;94.29;A;4211.47;A;4212.93;A;47.96;A;32.51;A;22.21;A;12.22;A;57.2;A;20;A;7.37;A;71.76;A;1011.72;A;1;A;3;A;19;A;235;A;0;A;120;A
10.03.2025 09:00;94.35;A;4212;A;4213.47;A;45.11;A;30.75;A;21.22;A;12.73;A;56.69;A;21;A;7.95;A;70.56;A;1011.53;A;2;A;2;A;19;A;200;A;0;A;46.67;A
10.03.2025 09:15;94.39;A;4212.73;A;4213.53;A;43.2;A;28.22;A;19.41;A;13.24;A;55.76;A;21;A;8.36;A;69.66;A;1011.57;A;4;A;2;A;17;A;159;A;0;A;273.33;A
10.03.2025 09:30;94.42;A;4212.73;A;4213.73;A;46.22;A;29.28;A;20.23;A;13.65;A;55.21;A;21;A;8.68;A;69.26;A;1011.53;A;2;A;2;A;19;A;204;A;0;A;130;A
10.03.2025 09:45;94.44;A;4212.8;A;4214.2;A;49.38;A;30.79;A;20.17;A;14.09;A;54.32;A;22;A;9.17;A;67.81;A;1011.57;A;2;A;2;A;19;A;219;A;0;A;263.33;A
10.03.2025 10:00;94.45;A;4213;A;4214.6;A;49.47;A;33.27;A;22.85;A;14.55;A;53.11;A;22;A;9.36;A;66.93;A;1011.29;A;1;A;2;A;22;A;304;A;0.33;A;200;A
10.03.2025 10:15;94.37;A;4193.27;A;4191.4;A;41.86;A;29.19;A;20.52;A;14.81;A;52.39;A;23;A;9.45;A;67.01;A;1011.01;A;0;A;2;A;24;A;246;A;0.67;A;140;A
10.03.2025 10:30;94.22;A;4205.87;A;4207;A;42.35;A;29.33;A;20.28;A;15.1;A;52.39;A;22;A;10.15;A;65.45;A;1011.1;A;1;A;2;A;22;A;230;A;0;A;206.67;A
10.03.2025 10:45;94.31;A;4211.27;A;4213.4;A;45.51;A;32.93;A;23.23;A;15.9;A;51.47;A;23;A;11.65;A;61.91;A;1010.9;A;3;A;1;A;19;A;234;A;0;A;330;A
10.03.2025 11:00;94.36;A;4211.8;A;4213.8;A;30.94;A;20.6;A;14.29;A;17.58;A;49.02;A;27;A;13.83;A;55.62;A;1010.79;A;16;A;0;A;11;A;196;A;1;A;43.33;A
10.03.2025 11:15;94.4;A;4212.13;A;4214.07;A;23.91;A;14.63;A;10.31;A;19.14;A;45.11;A;30;A;14.4;A;53.24;A;1010.42;A;19;A;0;A;11;A;161;A;0.33;A;20;A
10.03.2025 11:30;94.42;A;4212.6;A;4214.47;A;30.1;A;18.61;A;12.84;A;20.05;A;42.79;A;31;A;14.7;A;52.38;A;1010.41;A;18;A;1;A;13;A;287;A;0.67;A;40;A
10.03.2025 11:45;94.44;A;4212.8;A;4214.33;A;32.72;A;21.14;A;14.39;A;20.64;A;41.91;A;29;A;15.32;A;51.16;A;1010.29;A;16;A;2;A;12;A;338;A;0.33;A;100;A
10.03.2025 12:00;94.45;A;4213;A;4215.27;A;19.51;A;13.82;A;9.94;A;21.19;A;40.67;A;29;A;15.47;A;50.42;A;1010.12;A;19;A;1;A;10;A;147;A;0.33;A;86.67;A
10.03.2025 12:15;94.45;A;4208.07;A;4209.47;A;27.86;A;17.76;A;12.86;A;21.56;A;39.69;A;29;A;15.49;A;50.02;A;1010.11;A;19;A;1;A;10;A;278;A;0.33;A;103.33;A
10.03.2025 12:30;94.33;A;4204.13;A;4205.13;A;18.21;A;12.83;A;9.08;A;21.61;A;39.44;A;29;A;15.48;A;50.44;A;1009.92;A;19;A;1;A;10;A;97;A;0;A;103.33;A
10.03.2025 12:45;94.37;A;4211.73;A;4213.87;A;19.72;A;13.13;A;9.05;A;21.52;A;39.39;A;29;A;15.5;A;49.82;A;1009.8;A;20;A;1;A;9;A;54;A;0.33;A;86.67;A
10.03.2025 13:00;94.4;A;4212.4;A;4214.4;A;21.36;A;15.46;A;10.74;A;21.37;A;39.52;A;29;A;15.22;A;50.51;A;1009.53;A;20;A;1;A;9;A;65;A;0.33;A;130;A
10.03.2025 13:15;94.43;A;4212.73;A;4214.33;A;21.4;A;14.74;A;10.36;A;21.22;A;39.73;A;28;A;15.37;A;49.9;A;1009.36;A;18;A;1;A;10;A;67;A;0;A;26.67;A
10.03.2025 13:30;94.44;A;4212.8;A;4214.6;A;23.84;A;15.59;A;10.93;A;21.17;A;39.55;A;29;A;15.46;A;48.97;A;1009.04;A;20;A;0;A;9;A;110;A;0.33;A;83.33;A
10.03.2025 13:45;94.45;A;4212.73;A;4214.67;A;18.58;A;12;A;8.16;A;21.27;A;39.3;A;30;A;15.8;A;48.22;A;1008.82;A;22;A;0;A;8;A;46;A;0.67;A;113.33;A
10.03.2025 14:00;94.45;A;4213;A;4215.07;A;15.33;A;10.44;A;7.32;A;21.43;A;38.73;A;32;A;15.97;A;47.55;A;1008.64;A;23;A;0;A;9;A;45;A;0.33;A;46.67;A
10.03.2025 14:15;94.46;A;4212.87;A;4215.07;A;14.4;A;9.35;A;6.84;A;21.53;A;38.07;A;33;A;15.84;A;47.15;A;1008.5;A;24;A;0;A;9;A;109;A;0.33;A;83.33;A
10.03.2025 14:30;94.38;A;4204.4;A;4205.27;A;18.77;A;12.74;A;8.94;A;21.5;A;38.31;A;33;A;15.84;A;47.73;A;1008.36;A;21;A;0;A;12;A;332;A;0;A;110;A
10.03.2025 14:45;94.4;A;4212.33;A;4214.4;A;17;A;11.84;A;8.45;A;21.46;A;38.46;A;33;A;15.91;A;47.26;A;1008.33;A;22;A;0;A;11;A;221;A;0.33;A;113.33;A
10.03.2025 15:00;94.43;A;4212.8;A;4214.67;A;15.25;A;10.3;A;7.44;A;21.49;A;38.38;A;31;A;15.93;A;47.16;A;1008.29;A;23;A;0;A;9;A;97;A;0.67;A;273.33;A
10.03.2025 15:15;94.44;A;4212.8;A;4214.67;A;13.26;A;8.64;A;6.03;A;21.49;A;37.38;A;32;A;15.81;A;46.34;A;1008.21;A;23;A;0;A;8;A;34;A;0;A;113.33;A
10.03.2025 15:30;94.45;A;4212.8;A;4214.47;A;13.22;A;8.97;A;6.19;A;21.44;A;37.93;A;32;A;15.83;A;46.84;A;1008.1;A;23;A;0;A;9;A;69;A;0;A;46.67;A
10.03.2025 15:45;94.45;A;4212.8;A;4214.87;A;14.63;A;10.05;A;6.7;A;21.42;A;38.41;A;31;A;15.81;A;47.88;A;1008.1;A;22;A;0;A;9;A;126;A;0.67;A;136.67;A
10.03.2025 16:00;94.32;A;4185.27;A;4183.33;A;16.18;A;9.95;A;7.05;A;21.42;A;39.48;A;30;A;15.83;A;48.98;A;1008.06;A;21;A;0;A;9;A;104;A;0.33;A;80;A
10.03.2025 16:15;94.21;A;4210;A;4212.4;A;16.91;A;11.94;A;8.13;A;21.39;A;39.31;A;30;A;15.78;A;48.28;A;1007.98;A;22;A;0;A;8;A;33;A;0.33;A;113.33;A
10.03.2025 16:30;94.3;A;4211.13;A;4213.53;A;17.26;A;11.55;A;8.03;A;21.31;A;39.21;A;31;A;15.62;A;48.81;A;1008.1;A;22;A;0;A;8;A;28;A;0.67;A;130;A
10.03.2025 16:45;94.36;A;4211.87;A;4213.8;A;17.94;A;11.39;A;8.49;A;21.19;A;39.44;A;31;A;15.41;A;49.21;A;1008.15;A;23;A;0;A;8;A;43;A;0.33;A;130;A
10.03.2025 17:00;94.4;A;4212.27;A;4213.87;A;19.38;A;13.14;A;9.43;A;21.04;A;39.87;A;31;A;15.25;A;50.24;A;1008.07;A;22;A;0;A;9;A;48;A;0;A;126.67;A
10.03.2025 17:15;94.42;A;4212.8;A;4214.6;A;21.42;A;14.02;A;10.38;A;20.86;A;40.49;A;30;A;14.96;A;51.06;A;1007.99;A;20;A;0;A;9;A;70;A;0.67;A;133.33;A
10.03.2025 17:30;94.38;A;4201.87;A;4202;A;22.73;A;15.21;A;10.59;A;20.6;A;41.34;A;29;A;14.66;A;52.56;A;1007.93;A;19;A;0;A;10;A;64;A;0.33;A;116.67;A
10.03.2025 17:45;94.35;A;4211.73;A;4213.8;A;25.98;A;16.3;A;11.79;A;20.3;A;42.16;A;29;A;14.3;A;53.71;A;1007.93;A;18;A;0;A;11;A;74;A;0;A;183.33;A
10.03.2025 18:00;94.39;A;4212.2;A;4214.4;A;22.93;A;15.88;A;11.43;A;19.96;A;42.98;A;28;A;13.94;A;54.99;A;1008.03;A;16;A;0;A;12;A;102;A;0;A;93.33;A
10.03.2025 18:15;94.42;A;4212.8;A;4214.13;A;26.3;A;17.12;A;12.31;A;19.6;A;43.95;A;28;A;13.54;A;56.5;A;1008.1;A;12;A;1;A;16;A;147;A;0;A;136.67;A
10.03.2025 18:30;94.43;A;4212.8;A;4214.53;A;40.82;A;27.36;A;19.19;A;19.22;A;45;A;27;A;13.13;A;57.95;A;1008.15;A;9;A;1;A;18;A;181;A;0;A;260;A
10.03.2025 18:45;94.44;A;4212.8;A;4214.4;A;67.7;A;46.22;A;31.94;A;18.82;A;46.01;A;26;A;12.62;A;59.76;A;1008.45;A;7;A;1;A;19;A;232;A;0;A;136.67;A
10.03.2025 19:00;94.45;A;4212.8;A;4214.07;A;57.6;A;39.75;A;28.35;A;18.39;A;47.04;A;25;A;12.31;A;61.11;A;1008.35;A;11;A;2;A;14;A;212;A;0;A;226.67;A
10.03.2025 19:15;94.45;A;4206.33;A;4206.93;A;44.06;A;32.39;A;22.9;A;18.05;A;48.19;A;24;A;12.04;A;62.46;A;1008.27;A;11;A;1;A;13;A;167;A;0;A;240;A
10.03.2025 19:30;94.25;A;4192.87;A;4191.93;A;46.12;A;32.83;A;23.23;A;17.73;A;49.04;A;23;A;11.58;A;64.06;A;1007.97;A;8;A;2;A;15;A;230;A;0;A;136.67;A
10.03.2025 19:45;94.27;A;4210.67;A;4212.4;A;46.48;A;32.26;A;23.11;A;17.29;A;50.04;A;22;A;11.03;A;66.09;A;1007.97;A;7;A;2;A;15;A;192;A;0;A;133.33;A
10.03.2025 20:00;94.34;A;4211.93;A;4213.8;A;48.31;A;32.88;A;23.69;A;16.84;A;51.38;A;21;A;10.83;A;67.23;A;1008.2;A;7;A;2;A;14;A;206;A;0;A;140;A
10.03.2025 20:15;94.39;A;4212.4;A;4214.07;A;36.91;A;27.01;A;19.1;A;16.62;A;52.81;A;22;A;10.97;A;67.47;A;1008.41;A;12;A;1;A;10;A;125;A;0;A;140;A
10.03.2025 20:30;94.42;A;4212.8;A;4214.07;A;50.21;A;37.24;A;25.6;A;16.45;A;52.8;A;24;A;10.49;A;68.27;A;1008.51;A;16;A;1;A;8;A;108;A;0;A;116.67;A
10.03.2025 20:45;94.43;A;4212.87;A;4214.27;A;59.42;A;44.58;A;30.97;A;15.92;A;53.1;A;25;A;9.46;A;71.54;A;1008.61;A;18;A;1;A;7;A;119;A;0;A;133.33;A
10.03.2025 21:00;94.44;A;4212.73;A;4213.87;A;64.04;A;48.77;A;33.12;A;15.25;A;54.5;A;23;A;8.76;A;74.28;A;1008.48;A;17;A;2;A;6;A;101;A;0;A;133.33;A
10.03.2025 21:15;94.45;A;4212.87;A;4214.13;A;63.89;A;49.24;A;32.39;A;14.59;A;56.49;A;24;A;8.09;A;77.16;A;1008.71;A;18;A;2;A;6;A;99;A;0;A;133.33;A
10.03.2025 21:30;94.37;A;4198.2;A;4196.73;A;68.94;A;51.58;A;34.25;A;13.94;A;58.2;A;23;A;7.44;A;79.69;A;1008.48;A;17;A;1;A;5;A;104;A;0.67;A;136.67;A
10.03.2025 21:45;94.34;A;4211.87;A;4213.27;A;65.48;A;48.02;A;36.98;A;13.43;A;60.05;A;23;A;6.82;A;83.08;A;1008.5;A;17;A;1;A;7;A;108;A;0.67;A;136.67;A
10.03.2025 22:00;94.39;A;4212.47;A;4213.13;A;62.69;A;43.25;A;38.09;A;13.77;A;60.08;A;25;A;6.59;A;85.92;A;1008.78;A;20;A;1;A;5;A;95;A;0;A;183.33;A
10.03.2025 22:15;94.42;A;4213;A;4213.8;A;65.64;A;45.28;A;39.88;A;13.96;A;60.04;A;25;A;6.59;A;86.9;A;1008.75;A;18;A;0;A;7;A;94;A;0;A;186.67;A
10.03.2025 22:30;94.43;A;4212.8;A;4213.47;A;70.29;A;48.46;A;42.68;A;14.17;A;59.99;A;26;A;6.65;A;87.79;A;1008.57;A;17;A;0;A;9;A;90;A;0.33;A;223.33;A
10.03.2025 22:45;94.45;A;4212.8;A;4213.33;A;73.28;A;50.52;A;44.49;A;14.24;A;59.99;A;26;A;6.81;A;87.29;A;1008.48;A;18;A;0;A;8;A;91;A;0;A;330;A
10.03.2025 23:00;94.45;A;4212.8;A;4213.47;A;74.72;A;51.5;A;45.36;A;14.2;A;59.89;A;28;A;6.9;A;86.32;A;1008.37;A;20;A;0;A;8;A;92;A;0.67;A;340;A
10.03.2025 23:15;94.46;A;4212.87;A;4213.8;A;73.04;A;50.35;A;44.35;A;13.93;A;59.92;A;29;A;6.78;A;85.56;A;1008.31;A;21;A;0;A;8;A;85;A;0;A;226.67;A
10.03.2025 23:30;94.46;A;4212.87;A;4214;A;69.44;A;47.88;A;42.17;A;13.58;A;59.99;A;33;A;6.65;A;84.98;A;1008.37;A;27;A;0;A;7;A;74;A;1;A;343.33;A
10.03.2025 23:45;94.46;A;4212.93;A;4213.4;A;72.74;A;50.15;A;44.16;A;13.39;A;60.01;A;33;A;6.53;A;84.74;A;1008.28;A;27;A;0;A;6;A;74;A;0.33;A;273.33;A
11.03.2025 00:00;94.47;A;4212.93;A;4214;A;75.12;A;51.78;A;45.6;A;13.29;A;59.93;A;34;A;6.45;A;84.39;A;1008.36;A;27;A;0;A;6;A;77;A;1;A;340;A
11.03.2025 00:15;94.47;A;4213;A;4213.87;A;82.33;A;56.73;A;49.96;A;13.09;A;60.05;A;36;A;6.25;A;84.99;A;1008.59;A;30;A;0;A;6;A;81;A;1.33;A;336.67;A
11.03.2025 00:30;94.47;A;4213.2;A;4213.8;A;89.17;A;61.42;A;54.09;A;13.09;A;60;A;36;A;6.05;A;85.59;A;1008.61;A;30;A;0;A;6;A;87;A;0;A;83.33;A
11.03.2025 00:45;94.47;A;4213.27;A;4213.67;A;90.12;A;62.07;A;54.67;A;13.02;A;60.06;A;37;A;5.93;A;86.23;A;1008.57;A;31;A;0;A;5;A;81;A;0;A;63.33;A
11.03.2025 01:00;94.47;A;4213.2;A;4213.6;A;97.04;A;66.81;A;58.84;A;12.97;A;60;A;36;A;5.93;A;85.65;A;1008.62;A;31;A;0;A;6;A;84;A;0.67;A;230;A
11.03.2025 01:15;94.47;A;4213.47;A;4213.67;A;106.96;A;73.62;A;64.84;A;12.88;A;59.98;A;36;A;5.91;A;85.57;A;1008.44;A;31;A;0;A;5;A;92;A;0;A;150;A
11.03.2025 01:30;94.47;A;4213.47;A;4213.87;A;104.74;A;72.1;A;63.5;A;12.91;A;59.96;A;35;A;6.06;A;84.97;A;1008.49;A;29;A;0;A;6;A;93;A;0;A;233.33;A
11.03.2025 01:45;94.47;A;4213.47;A;4213.73;A;96.28;A;66.29;A;58.38;A;12.64;A;59.87;A;36;A;5.95;A;83.73;A;1008.51;A;31;A;0;A;5;A;86;A;0.33;A;236.67;A
11.03.2025 02:00;94.47;A;4213.47;A;4213.4;A;87.56;A;60.31;A;53.12;A;12.36;A;60.06;A;38;A;5.91;A;83.24;A;1008.56;A;33;A;0;A;5;A;74;A;0.67;A;226.67;A
11.03.2025 02:15;94.47;A;4213.6;A;4213.8;A;79.79;A;54.98;A;48.42;A;12.4;A;59.98;A;37;A;5.88;A;83.36;A;1008.54;A;31;A;0;A;6;A;70;A;0.33;A;63.33;A
11.03.2025 02:30;94.46;A;4213.67;A;4214.13;A;75.28;A;51.89;A;45.7;A;12.42;A;60.04;A;37;A;5.96;A;83.44;A;1008.22;A;31;A;0;A;6;A;66;A;0.33;A;253.33;A
11.03.2025 02:45;94.39;A;4193.93;A;4191.07;A;71.5;A;49.3;A;43.42;A;12.44;A;60.06;A;37;A;6;A;83.06;A;1007.97;A;32;A;0;A;5;A;65;A;0.67;A;266.67;A
11.03.2025 03:00;94.22;A;4203.73;A;4203.33;A;66.65;A;45.97;A;40.49;A;12.46;A;59.95;A;37;A;6.08;A;82.73;A;1007.93;A;32;A;0;A;5;A;64;A;0.33;A;330;A
11.03.2025 03:15;94.3;A;4211.53;A;4212.53;A;63.79;A;44.01;A;38.76;A;12.29;A;59.98;A;37;A;6.05;A;81.98;A;1008.04;A;31;A;0;A;6;A;60;A;0;A;100;A
11.03.2025 03:30;94.36;A;4212.13;A;4212.93;A;62.18;A;42.9;A;37.79;A;12.18;A;59.99;A;37;A;5.92;A;82.09;A;1008.03;A;32;A;0;A;5;A;60;A;0;A;183.33;A
11.03.2025 03:45;94.4;A;4212.73;A;4213.33;A;60.86;A;42;A;36.99;A;12.06;A;59.97;A;37;A;5.89;A;81.59;A;1007.76;A;33;A;0;A;4;A;59;A;0.33;A;116.67;A
11.03.2025 04:00;94.42;A;4212.87;A;4213.8;A;61.59;A;42.49;A;37.43;A;12.08;A;60;A;36;A;5.97;A;81.63;A;1007.77;A;30;A;0;A;5;A;60;A;0.33;A;146.67;A
11.03.2025 04:15;94.44;A;4212.93;A;4213.93;A;62.3;A;42.98;A;37.86;A;12.09;A;60;A;36;A;5.98;A;81.43;A;1007.75;A;30;A;0;A;6;A;62;A;0;A;120;A
11.03.2025 04:30;94.45;A;4213.07;A;4214.07;A;66.7;A;46;A;40.51;A;12.14;A;60;A;36;A;5.95;A;81.91;A;1007.52;A;29;A;0;A;7;A;65;A;0.33;A;166.67;A
11.03.2025 04:45;94.45;A;4212.93;A;4213.47;A;72.67;A;50.1;A;44.12;A;12.21;A;59.97;A;36;A;5.89;A;82.41;A;1008.01;A;29;A;0;A;7;A;68;A;0.67;A;246.67;A
11.03.2025 05:00;94.45;A;4213.2;A;4213.4;A;72.72;A;50.13;A;44.15;A;12.18;A;59.98;A;35;A;5.84;A;82.62;A;1007.74;A;29;A;0;A;6;A;67;A;0;A;230;A
11.03.2025 05:15;94.39;A;4205.4;A;4204.53;A;70.45;A;48.58;A;42.78;A;12.11;A;60.01;A;35;A;5.73;A;82.76;A;1007.78;A;30;A;0;A;6;A;62;A;0.33;A;123.33;A
11.03.2025 05:30;94.4;A;4212.73;A;4213.4;A;70.75;A;48.78;A;42.97;A;12.1;A;60;A;36;A;5.71;A;83.06;A;1007.8;A;29;A;0;A;7;A;64;A;0;A;193.33;A
11.03.2025 05:45;94.43;A;4212.8;A;4213.47;A;71.69;A;49.43;A;43.53;A;12.18;A;60.02;A;36;A;5.7;A;83.54;A;1007.93;A;30;A;0;A;6;A;64;A;0.33;A;233.33;A
11.03.2025 06:00;94.44;A;4212.87;A;4213.6;A;76.43;A;52.68;A;46.39;A;12.33;A;59.98;A;35;A;5.75;A;83.83;A;1007.74;A;29;A;0;A;7;A;69;A;0.33;A;240;A
