"timestamp";"BC~0893-QM[Cairnet CXM24240893]";"in %";"Uout~0893-QM[Cairnet CXM24240893]";"in mV";"PM10~D598-QM[Cairnet CXM24240893]";"in µg/m3";"PM2.5~D598-QM[Cairnet CXM24240893]";"in µg/m3";"PM1~D598-QM[Cairnet CXM24240893]";"in µg/m3";"TC~D598-QM[Cairnet CXM24240893]";"in °C";"HR~D598-QM[Cairnet CXM24240893]";"in %";"O3-NO2~4704-QM[Cairnet CXM24240893]";"in ppb";"TC~T-QM[Cairnet CXM24240893]";"in °C";"HR~T-QM[Cairnet CXM24240893]";"in %";"PA~T-QM[Cairnet CXM24240893]";"in hPa";"O3~0893-QM[Cairnet CXM24240893]";"in ppb";"SO2~4734-QM[Cairnet CXM24240893]";"in ppb";"NO2~4787-QM[Cairnet CXM24240893]";"in ppb";"CO~4687-QM[Cairnet CXM24240893]";"in ppb";"VV~M-QM[Cairnet CXM24240893]";"in m/s";"DV~M-QM[Cairnet CXM24240893]";"in degre"
"(in display TZ)";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc"
"2025-01-28 15:15";96.27;"A";4212.87;"A";49.06;"A";33.9;"A";29.86;"A";15.81;"A";60.02;"A";24;"A";9.23;"A";84.04;"A";1013.73;"A";16;"A";1;"A";8;"A";178;"A";0;"A";133.33;"A"
"2025-01-28 15:30";96.27;"A";4212.87;"A";53.46;"A";36.92;"A";32.51;"A";15.84;"A";60;"A";23;"A";9.17;"A";84.28;"A";1013.74;"A";15;"A";1;"A";9;"A";177;"A";0;"A";133.33;"A"
"2025-01-28 15:45";96.27;"A";4212.87;"A";50.83;"A";35.12;"A";30.93;"A";15.84;"A";60.01;"A";23;"A";9.15;"A";84.5;"A";1013.7;"A";16;"A";1;"A";8;"A";186;"A";0;"A";136.67;"A"
"2025-01-28 16:00";96.27;"A";4212.8;"A";53.07;"A";36.65;"A";32.28;"A";15.9;"A";60.05;"A";23;"A";9.07;"A";85.19;"A";1013.68;"A";15;"A";1;"A";8;"A";192;"A";0.33;"A";136.67;"A"
"2025-01-28 16:15";96.27;"A";4212.8;"A";55.98;"A";38.65;"A";34.04;"A";16.06;"A";60;"A";22;"A";8.99;"A";86.01;"A";1013.76;"A";14;"A";1;"A";8;"A";204;"A";0.33;"A";130;"A"
"2025-01-28 16:30";96.27;"A";4212.87;"A";56.17;"A";38.78;"A";34.15;"A";16.09;"A";60.01;"A";22;"A";8.97;"A";86.1;"A";1013.78;"A";14;"A";2;"A";8;"A";214;"A";0;"A";126.67;"A"
"2025-01-28 16:45";96.27;"A";4212.87;"A";56.1;"A";38.73;"A";34.11;"A";16.1;"A";60.02;"A";23;"A";8.91;"A";86.5;"A";1013.59;"A";14;"A";1;"A";8;"A";215;"A";0.33;"A";126.67;"A"
"2025-01-28 17:00";96.27;"A";4212.93;"A";56.98;"A";39.34;"A";34.64;"A";16.18;"A";60;"A";23;"A";8.86;"A";86.95;"A";1013.63;"A";13;"A";2;"A";10;"A";215;"A";0;"A";130;"A"
"2025-01-28 17:15";96.27;"A";4212.87;"A";64.14;"A";44.25;"A";38.97;"A";16.18;"A";60;"A";23;"A";8.88;"A";86.92;"A";1013.64;"A";14;"A";2;"A";8;"A";238;"A";0;"A";90;"A"
"2025-01-28 17:30";96.26;"A";4212.8;"A";64.18;"A";44.27;"A";38.99;"A";16.15;"A";59.99;"A";22;"A";8.86;"A";86.68;"A";1013.62;"A";13;"A";2;"A";9;"A";247;"A";0;"A";110;"A"
"2025-01-28 17:45";96.26;"A";4212.73;"A";60.1;"A";41.48;"A";36.53;"A";15.94;"A";59.99;"A";23;"A";8.86;"A";86.04;"A";1013.66;"A";15;"A";1;"A";8;"A";224;"A";0.33;"A";206.67;"A"
"2025-01-28 18:00";96.26;"A";4212.8;"A";59.41;"A";41;"A";36.11;"A";15.87;"A";59.93;"A";23;"A";8.89;"A";85.61;"A";1013.84;"A";14;"A";1;"A";8;"A";219;"A";0;"A";126.67;"A"
"2025-01-28 18:15";96.26;"A";4212.87;"A";54.8;"A";37.84;"A";33.33;"A";15.77;"A";60.04;"A";23;"A";8.8;"A";85.81;"A";1014.05;"A";16;"A";1;"A";7;"A";199;"A";0.33;"A";123.33;"A"
"2025-01-28 18:30";96.26;"A";4212.87;"A";50.32;"A";34.77;"A";30.62;"A";15.76;"A";59.98;"A";22;"A";8.68;"A";86.16;"A";1014.22;"A";14;"A";2;"A";7;"A";197;"A";0;"A";116.67;"A"
"2025-01-28 18:45";96.26;"A";4212.93;"A";45.71;"A";31.6;"A";27.83;"A";15.66;"A";59.97;"A";22;"A";8.54;"A";86.49;"A";1014.33;"A";15;"A";2;"A";7;"A";186;"A";0;"A";116.67;"A"
"2025-01-28 19:00";96.26;"A";4212.87;"A";45.46;"A";31.43;"A";27.68;"A";15.53;"A";60.01;"A";21;"A";8.48;"A";86.24;"A";1014.42;"A";15;"A";1;"A";7;"A";182;"A";0;"A";86.67;"A"
"2025-01-28 19:15";96.26;"A";4212.87;"A";46.78;"A";32.34;"A";28.48;"A";15.49;"A";60;"A";21;"A";8.42;"A";86.29;"A";1014.57;"A";14;"A";2;"A";7;"A";189;"A";0.33;"A";120;"A"
"2025-01-28 19:30";96.26;"A";4212.87;"A";50.12;"A";34.63;"A";30.5;"A";15.46;"A";60;"A";22;"A";8.49;"A";85.94;"A";1014.55;"A";15;"A";2;"A";6;"A";191;"A";0;"A";130;"A"
"2025-01-28 19:45";96.26;"A";4212.73;"A";50.62;"A";34.97;"A";30.8;"A";15.46;"A";60;"A";22;"A";8.48;"A";85.99;"A";1014.59;"A";15;"A";2;"A";6;"A";190;"A";0.33;"A";136.67;"A"
"2025-01-28 20:00";96.26;"A";4212.87;"A";50.47;"A";34.87;"A";30.71;"A";15.44;"A";60.01;"A";22;"A";8.48;"A";85.9;"A";1014.59;"A";15;"A";2;"A";7;"A";188;"A";0.33;"A";130;"A"
"2025-01-28 20:15";96.26;"A";4212.8;"A";52.11;"A";35.99;"A";31.7;"A";15.42;"A";60;"A";23;"A";8.45;"A";85.98;"A";1014.53;"A";16;"A";1;"A";7;"A";184;"A";0;"A";133.33;"A"
"2025-01-28 20:30";96.26;"A";4212.87;"A";51.04;"A";35.26;"A";31.05;"A";15.46;"A";60.01;"A";23;"A";8.39;"A";86.37;"A";1014.32;"A";16;"A";1;"A";7;"A";181;"A";0.33;"A";130;"A"
"2025-01-28 20:45";96.26;"A";4212.93;"A";52.01;"A";35.92;"A";31.64;"A";15.49;"A";59.99;"A";23;"A";8.36;"A";86.73;"A";1014.41;"A";17;"A";1;"A";7;"A";174;"A";0;"A";133.33;"A"
"2025-01-28 21:00";96.25;"A";4212.93;"A";52.61;"A";36.34;"A";32;"A";15.53;"A";59.98;"A";23;"A";8.33;"A";86.84;"A";1014.43;"A";16;"A";1;"A";7;"A";166;"A";0.33;"A";140;"A"
"2025-01-28 21:15";96.25;"A";4212.8;"A";51.78;"A";35.77;"A";31.5;"A";15.53;"A";59.99;"A";22;"A";8.34;"A";86.79;"A";1014.4;"A";16;"A";1;"A";6;"A";161;"A";0;"A";136.67;"A"
"2025-01-28 21:30";96.25;"A";4212.87;"A";54;"A";37.29;"A";32.84;"A";15.49;"A";60.03;"A";23;"A";8.34;"A";86.7;"A";1014.3;"A";17;"A";1;"A";6;"A";177;"A";0;"A";103.33;"A"
"2025-01-28 21:45";96.25;"A";4212.8;"A";62.56;"A";43.16;"A";38.01;"A";15.48;"A";59.96;"A";24;"A";8.43;"A";86.38;"A";1014.29;"A";17;"A";1;"A";7;"A";302;"A";1;"A";133.33;"A"
"2025-01-28 22:00";96.25;"A";4212.87;"A";64.61;"A";44.57;"A";39.25;"A";15.48;"A";59.93;"A";24;"A";8.43;"A";86.06;"A";1014.33;"A";17;"A";1;"A";7;"A";337;"A";0.67;"A";136.67;"A"
"2025-01-28 22:15";96.25;"A";4212.87;"A";66.09;"A";45.59;"A";40.15;"A";15.39;"A";59.99;"A";25;"A";8.45;"A";85.69;"A";1014.43;"A";18;"A";1;"A";7;"A";376;"A";0;"A";123.33;"A"
"2025-01-28 22:30";96.25;"A";4212.87;"A";55.02;"A";37.99;"A";33.46;"A";15.3;"A";60;"A";26;"A";8.39;"A";85.62;"A";1014.35;"A";20;"A";1;"A";6;"A";259;"A";0;"A";120;"A"
"2025-01-28 22:45";96.25;"A";4212.93;"A";65.25;"A";45.01;"A";39.64;"A";15.26;"A";60;"A";25;"A";8.4;"A";85.52;"A";1014.31;"A";18;"A";1;"A";7;"A";366;"A";0.67;"A";136.67;"A"
"2025-01-28 23:00";96.25;"A";4212.87;"A";70.69;"A";48.74;"A";42.93;"A";15.15;"A";59.98;"A";26;"A";8.46;"A";84.47;"A";1014.34;"A";19;"A";1;"A";7;"A";460;"A";0;"A";126.67;"A"
"2025-01-28 23:15";96.25;"A";4212.87;"A";71.01;"A";48.96;"A";43.12;"A";15.04;"A";60;"A";27;"A";8.48;"A";84.11;"A";1014.34;"A";19;"A";1;"A";8;"A";480;"A";0.33;"A";153.33;"A"
"2025-01-28 23:30";96.25;"A";4212.8;"A";64.79;"A";44.7;"A";39.36;"A";14.98;"A";59.96;"A";26;"A";8.45;"A";83.92;"A";1014.42;"A";19;"A";0;"A";7;"A";363;"A";0;"A";116.67;"A"
"2025-01-28 23:45";96.25;"A";4212.8;"A";59.68;"A";41.19;"A";36.28;"A";14.93;"A";60;"A";27;"A";8.32;"A";84.46;"A";1014.43;"A";19;"A";1;"A";8;"A";350;"A";0;"A";96.67;"A"
"2025-01-29 00:00";96.24;"A";4212.87;"A";60.27;"A";41.6;"A";36.63;"A";14.97;"A";59.98;"A";26;"A";8.26;"A";84.79;"A";1014.26;"A";19;"A";1;"A";8;"A";370;"A";0;"A";130;"A"
"2025-01-29 00:15";96.24;"A";4212.87;"A";53.88;"A";37.21;"A";32.77;"A";14.91;"A";60.01;"A";26;"A";8.17;"A";84.78;"A";1014.24;"A";19;"A";0;"A";7;"A";307;"A";0;"A";60;"A"
"2025-01-29 00:30";96.24;"A";4212.73;"A";50.48;"A";34.88;"A";30.72;"A";14.87;"A";60.01;"A";25;"A";8.06;"A";85.06;"A";1014.24;"A";18;"A";1;"A";7;"A";243;"A";0;"A";183.33;"A"
"2025-01-29 00:45";96.24;"A";4212.93;"A";48.43;"A";33.47;"A";29.48;"A";14.81;"A";60.01;"A";24;"A";7.92;"A";85.48;"A";1014.26;"A";17;"A";1;"A";7;"A";286;"A";0.33;"A";126.67;"A"
"2025-01-29 01:00";96.24;"A";4212.87;"A";48.45;"A";33.48;"A";29.49;"A";14.79;"A";60.01;"A";23;"A";7.92;"A";85.65;"A";1014.33;"A";16;"A";1;"A";7;"A";296;"A";0;"A";140;"A"
"2025-01-29 01:15";96.24;"A";4212.87;"A";50.37;"A";34.8;"A";30.65;"A";14.77;"A";59.99;"A";22;"A";7.89;"A";85.45;"A";1014.42;"A";15;"A";1;"A";7;"A";266;"A";0;"A";180;"A"
"2025-01-29 01:30";96.24;"A";4212.87;"A";56.71;"A";39.15;"A";34.48;"A";14.68;"A";60;"A";22;"A";7.79;"A";85.69;"A";1014.44;"A";15;"A";1;"A";8;"A";347;"A";0;"A";166.67;"A"
"2025-01-29 01:45";96.24;"A";4212.8;"A";57.67;"A";39.81;"A";35.06;"A";14.6;"A";59.98;"A";23;"A";7.67;"A";85.84;"A";1014.36;"A";15;"A";1;"A";8;"A";338;"A";0;"A";163.33;"A"
"2025-01-29 02:00";96.24;"A";4212.87;"A";58.15;"A";40.13;"A";35.35;"A";14.55;"A";60.04;"A";22;"A";7.6;"A";85.84;"A";1014.19;"A";15;"A";1;"A";8;"A";348;"A";0;"A";153.33;"A"
"2025-01-29 02:15";96.24;"A";4212.87;"A";62.02;"A";42.79;"A";37.69;"A";14.55;"A";60.01;"A";22;"A";7.54;"A";86.24;"A";1014.17;"A";14;"A";1;"A";8;"A";378;"A";0.33;"A";200;"A"
"2025-01-29 02:30";96.24;"A";4212.87;"A";63.59;"A";43.87;"A";38.64;"A";14.52;"A";60.01;"A";22;"A";7.52;"A";86.18;"A";1014;"A";14;"A";2;"A";8;"A";384;"A";0;"A";213.33;"A"
"2025-01-29 02:45";96.24;"A";4212.87;"A";70.23;"A";48.43;"A";42.65;"A";14.57;"A";60.02;"A";22;"A";7.53;"A";86.4;"A";1013.83;"A";14;"A";2;"A";8;"A";438;"A";0;"A";246.67;"A"
"2025-01-29 03:00";96.24;"A";4213;"A";71.62;"A";49.38;"A";43.49;"A";14.62;"A";59.99;"A";22;"A";7.5;"A";86.84;"A";1013.74;"A";13;"A";2;"A";9;"A";482;"A";0;"A";260;"A"
"2025-01-29 03:15";96.24;"A";4212.87;"A";64.92;"A";44.78;"A";39.44;"A";14.71;"A";60.01;"A";21;"A";7.55;"A";87.15;"A";1013.84;"A";14;"A";2;"A";7;"A";344;"A";0;"A";176.67;"A"
"2025-01-29 03:30";96.23;"A";4212.8;"A";60.65;"A";41.85;"A";36.86;"A";14.78;"A";60;"A";21;"A";7.58;"A";87.17;"A";1013.85;"A";15;"A";1;"A";6;"A";225;"A";0;"A";130;"A"
"2025-01-29 03:45";96.23;"A";4212.8;"A";80.11;"A";55.2;"A";48.62;"A";14.79;"A";59.94;"A";22;"A";7.62;"A";86.89;"A";1013.81;"A";14;"A";2;"A";8;"A";560;"A";0;"A";123.33;"A"
"2025-01-29 04:00";96.23;"A";4212.8;"A";81.84;"A";56.39;"A";49.66;"A";14.67;"A";60.02;"A";22;"A";7.55;"A";86.82;"A";1013.65;"A";13;"A";2;"A";9;"A";571;"A";0;"A";200;"A"
"2025-01-29 04:15";96.23;"A";4212.73;"A";73.02;"A";50.34;"A";44.33;"A";14.71;"A";59.97;"A";21;"A";7.56;"A";86.78;"A";1013.74;"A";13;"A";2;"A";8;"A";414;"A";0;"A";136.67;"A"
"2025-01-29 04:30";96.23;"A";4212.87;"A";61.19;"A";42.23;"A";37.19;"A";14.73;"A";60.01;"A";21;"A";7.64;"A";86.71;"A";1013.62;"A";14;"A";2;"A";7;"A";284;"A";0;"A";136.67;"A"
"2025-01-29 04:45";96.23;"A";4212.87;"A";59.14;"A";40.82;"A";35.95;"A";14.71;"A";60;"A";23;"A";7.62;"A";86.55;"A";1013.6;"A";14;"A";1;"A";9;"A";449;"A";0;"A";100;"A"
"2025-01-29 05:00";96.23;"A";4212.93;"A";54.94;"A";37.93;"A";33.41;"A";14.65;"A";59.99;"A";22;"A";7.6;"A";86.54;"A";1013.57;"A";14;"A";2;"A";8;"A";292;"A";0;"A";120;"A"
"2025-01-29 05:15";96.23;"A";4212.87;"A";68.59;"A";47.3;"A";41.66;"A";14.67;"A";60.01;"A";22;"A";7.52;"A";86.79;"A";1013.66;"A";12;"A";2;"A";10;"A";473;"A";0;"A";203.33;"A"
"2025-01-29 05:30";96.23;"A";4212.87;"A";71.97;"A";49.62;"A";43.7;"A";14.69;"A";59.97;"A";22;"A";7.59;"A";86.64;"A";1013.64;"A";12;"A";2;"A";11;"A";585;"A";0;"A";190;"A"
"2025-01-29 05:45";96.22;"A";4212.8;"A";67.51;"A";46.56;"A";41;"A";14.73;"A";59.98;"A";22;"A";7.58;"A";86.84;"A";1013.63;"A";12;"A";2;"A";10;"A";493;"A";0;"A";136.67;"A"
"2025-01-29 06:00";96.22;"A";4212.87;"A";64.13;"A";44.24;"A";38.96;"A";14.74;"A";60.02;"A";22;"A";7.58;"A";86.91;"A";1013.58;"A";13;"A";2;"A";9;"A";401;"A";0;"A";143.33;"A"
"2025-01-29 06:15";96.22;"A";4212.87;"A";65.82;"A";45.4;"A";39.98;"A";14.73;"A";59.99;"A";23;"A";7.59;"A";86.88;"A";1013.61;"A";14;"A";2;"A";9;"A";417;"A";0;"A";270;"A"
"2025-01-29 06:30";96.22;"A";4212.73;"A";73.61;"A";50.75;"A";44.69;"A";14.75;"A";59.99;"A";24;"A";7.58;"A";87.04;"A";1013.59;"A";13;"A";2;"A";12;"A";637;"A";0;"A";73.33;"A"
"2025-01-29 06:45";96.22;"A";4212.93;"A";69.88;"A";48.19;"A";42.44;"A";14.76;"A";59.99;"A";25;"A";7.64;"A";86.83;"A";1013.71;"A";13;"A";1;"A";12;"A";607;"A";0.33;"A";133.33;"A"
"2025-01-29 07:00";96.22;"A";4212.93;"A";60.03;"A";41.43;"A";36.49;"A";14.76;"A";59.99;"A";25;"A";7.59;"A";86.91;"A";1013.68;"A";15;"A";2;"A";10;"A";444;"A";0;"A";133.33;"A"
"2025-01-29 07:15";96.22;"A";4212.8;"A";55.21;"A";38.12;"A";33.57;"A";14.71;"A";59.99;"A";26;"A";7.53;"A";86.96;"A";1013.57;"A";17;"A";1;"A";9;"A";369;"A";0.33;"A";133.33;"A"
"2025-01-29 07:30";96.22;"A";4212.87;"A";51.02;"A";35.25;"A";31.04;"A";14.68;"A";60.03;"A";26;"A";7.52;"A";87.13;"A";1013.61;"A";18;"A";1;"A";8;"A";241;"A";0;"A";126.67;"A"
"2025-01-29 07:45";96.22;"A";4212.93;"A";55.25;"A";38.15;"A";33.6;"A";14.73;"A";60;"A";26;"A";7.55;"A";87.08;"A";1013.81;"A";16;"A";1;"A";10;"A";297;"A";0.33;"A";123.33;"A"
"2025-01-29 08:00";96.22;"A";4212.8;"A";52.47;"A";36.24;"A";31.92;"A";14.75;"A";60;"A";26;"A";7.55;"A";87.35;"A";1013.81;"A";15;"A";1;"A";10;"A";255;"A";0.33;"A";126.67;"A"
"2025-01-29 08:15";96.22;"A";4212.8;"A";52.19;"A";36.05;"A";31.75;"A";14.76;"A";59.99;"A";26;"A";7.52;"A";87.14;"A";1013.87;"A";15;"A";2;"A";12;"A";889;"A";0.33;"A";130;"A"
"2025-01-29 08:30";96.22;"A";4212.8;"A";56.26;"A";38.84;"A";34.21;"A";14.78;"A";60.01;"A";25;"A";7.54;"A";87.09;"A";1013.88;"A";13;"A";1;"A";12;"A";409;"A";1;"A";130;"A"
"2025-01-29 08:45";96.22;"A";4212.87;"A";55.51;"A";38.33;"A";33.76;"A";14.6;"A";60;"A";25;"A";7.53;"A";86.59;"A";1013.86;"A";12;"A";1;"A";13;"A";351;"A";0;"A";173.33;"A"
"2025-01-29 09:00";96.21;"A";4212.93;"A";54.98;"A";37.96;"A";33.43;"A";14.59;"A";59.95;"A";24;"A";7.64;"A";86.11;"A";1013.95;"A";13;"A";2;"A";11;"A";284;"A";0.33;"A";270;"A"
"2025-01-29 09:15";96.21;"A";4212.8;"A";60.1;"A";41.47;"A";36.53;"A";14.7;"A";59.94;"A";23;"A";7.81;"A";85.67;"A";1014.1;"A";12;"A";1;"A";11;"A";392;"A";0.33;"A";166.67;"A"
"2025-01-29 09:30";96.21;"A";4212.8;"A";66.38;"A";45.78;"A";40.32;"A";14.75;"A";59.94;"A";24;"A";7.92;"A";85.59;"A";1014.26;"A";11;"A";1;"A";14;"A";468;"A";0;"A";126.67;"A"
"2025-01-29 09:45";96.21;"A";4212.8;"A";71.79;"A";49.49;"A";43.59;"A";14.71;"A";60.04;"A";26;"A";7.97;"A";84.85;"A";1014.19;"A";8;"A";2;"A";18;"A";533;"A";0;"A";96.67;"A"
"2025-01-29 10:00";96.21;"A";4212.87;"A";65.3;"A";45.04;"A";39.67;"A";14.71;"A";60.02;"A";24;"A";8.08;"A";84.58;"A";1014.17;"A";9;"A";2;"A";15;"A";441;"A";0;"A";80;"A"
"2025-01-29 10:15";96.21;"A";4212.8;"A";59.7;"A";41.2;"A";36.29;"A";14.8;"A";60;"A";24;"A";8.18;"A";84.67;"A";1014.21;"A";10;"A";1;"A";14;"A";410;"A";0;"A";76.67;"A"
"2025-01-29 10:30";96.21;"A";4212.87;"A";60.64;"A";41.84;"A";36.85;"A";14.91;"A";59.98;"A";24;"A";8.32;"A";84.42;"A";1014.29;"A";13;"A";1;"A";11;"A";304;"A";0;"A";136.67;"A"
"2025-01-29 10:45";96.21;"A";4213;"A";60.06;"A";41.45;"A";36.5;"A";14.97;"A";59.99;"A";24;"A";8.55;"A";83.65;"A";1014.19;"A";15;"A";2;"A";10;"A";293;"A";0;"A";133.33;"A"
"2025-01-29 11:00";96.21;"A";4212.8;"A";60.25;"A";41.58;"A";36.62;"A";15.1;"A";59.98;"A";24;"A";8.65;"A";83.49;"A";1014.02;"A";14;"A";2;"A";10;"A";290;"A";0;"A";126.67;"A"
"2025-01-29 11:15";96.21;"A";4212.8;"A";63.91;"A";44.09;"A";38.83;"A";15.23;"A";59.96;"A";25;"A";8.82;"A";83.56;"A";1013.81;"A";15;"A";1;"A";10;"A";402;"A";0;"A";103.33;"A"
"2025-01-29 11:30";96.21;"A";4212.87;"A";64.29;"A";44.35;"A";39.06;"A";15.33;"A";59.99;"A";25;"A";9.06;"A";82.59;"A";1013.49;"A";14;"A";1;"A";11;"A";459;"A";0.33;"A";123.33;"A"
"2025-01-29 11:45";96.21;"A";4212.87;"A";63.91;"A";44.09;"A";38.83;"A";15.44;"A";59.98;"A";26;"A";9.29;"A";82.28;"A";1013.46;"A";15;"A";1;"A";11;"A";507;"A";0.33;"A";136.67;"A"
"2025-01-29 12:00";96.21;"A";4212.73;"A";64.93;"A";44.79;"A";39.44;"A";15.55;"A";59.98;"A";26;"A";9.51;"A";81.91;"A";1013.44;"A";16;"A";1;"A";10;"A";530;"A";0;"A";36.67;"A"
"2025-01-29 12:15";96.21;"A";4212.8;"A";62.46;"A";43.09;"A";37.95;"A";15.68;"A";59.98;"A";26;"A";9.61;"A";81.97;"A";1013.38;"A";17;"A";1;"A";9;"A";451;"A";0.33;"A";120;"A"
"2025-01-29 12:30";96.21;"A";4212.93;"A";55.87;"A";38.58;"A";33.97;"A";15.78;"A";59.99;"A";27;"A";9.8;"A";81.25;"A";1013.28;"A";17;"A";1;"A";10;"A";320;"A";0.33;"A";53.33;"A"
"2025-01-29 12:45";96.2;"A";4212.87;"A";57.44;"A";39.65;"A";34.92;"A";16.14;"A";59.98;"A";26;"A";9.99;"A";81.88;"A";1013.12;"A";16;"A";1;"A";11;"A";378;"A";0;"A";126.67;"A"
"2025-01-29 13:00";96.2;"A";4212.87;"A";61.4;"A";42.37;"A";37.32;"A";16.32;"A";60.01;"A";27;"A";10.15;"A";81.79;"A";1012.96;"A";16;"A";1;"A";11;"A";466;"A";0;"A";93.33;"A"
"2025-01-29 13:15";96.2;"A";4212.73;"A";57.84;"A";39.93;"A";35.16;"A";16.6;"A";60.01;"A";26;"A";10.25;"A";82.29;"A";1013.05;"A";17;"A";1;"A";9;"A";409;"A";0.33;"A";103.33;"A"
"2025-01-29 13:30";96.2;"A";4212.8;"A";63.62;"A";43.89;"A";38.66;"A";16.77;"A";59.99;"A";25;"A";10.35;"A";82.38;"A";1013.09;"A";17;"A";1;"A";9;"A";433;"A";1;"A";136.67;"A"
"2025-01-29 13:45";96.2;"A";4212.87;"A";50.65;"A";34.99;"A";30.82;"A";16.92;"A";59.97;"A";25;"A";10.54;"A";82.28;"A";1013.19;"A";18;"A";1;"A";7;"A";222;"A";0.33;"A";136.67;"A"
"2025-01-29 14:00";96.2;"A";4212.8;"A";44.13;"A";30.52;"A";26.88;"A";17.04;"A";60;"A";24;"A";10.68;"A";81.99;"A";1013.19;"A";18;"A";1;"A";6;"A";160;"A";0.67;"A";136.67;"A"
"2025-01-29 14:15";96.2;"A";4212.87;"A";40.4;"A";27.96;"A";24.63;"A";17.07;"A";60;"A";25;"A";10.8;"A";81.55;"A";1013.19;"A";19;"A";1;"A";6;"A";132;"A";0.33;"A";106.67;"A"
"2025-01-29 14:30";96.2;"A";4213;"A";41.6;"A";28.78;"A";25.35;"A";17.23;"A";60.02;"A";25;"A";10.86;"A";82.04;"A";1013.21;"A";18;"A";1;"A";6;"A";166;"A";0;"A";120;"A"
"2025-01-29 14:45";96.2;"A";4212.8;"A";41.15;"A";28.47;"A";25.08;"A";17.34;"A";60.02;"A";25;"A";10.93;"A";82.3;"A";1013.21;"A";18;"A";1;"A";7;"A";162;"A";0;"A";96.67;"A"
"2025-01-29 15:00";96.2;"A";4212.87;"A";40.9;"A";28.31;"A";24.93;"A";17.51;"A";59.96;"A";24;"A";11.06;"A";82.21;"A";1013.1;"A";17;"A";1;"A";7;"A";199;"A";0.33;"A";136.67;"A"
"2025-01-29 15:15";96.2;"A";4212.87;"A";48.81;"A";33.73;"A";29.71;"A";17.59;"A";60.04;"A";25;"A";11.2;"A";81.98;"A";1013.11;"A";16;"A";1;"A";9;"A";296;"A";0.33;"A";106.67;"A"
"2025-01-29 15:30";96.19;"A";4212.87;"A";51.75;"A";35.75;"A";31.48;"A";17.73;"A";59.98;"A";25;"A";11.32;"A";81.96;"A";1013.1;"A";14;"A";1;"A";11;"A";399;"A";0.33;"A";133.33;"A"
"2025-01-29 15:45";96.19;"A";4212.87;"A";49.72;"A";34.36;"A";30.26;"A";17.84;"A";60;"A";25;"A";11.45;"A";81.92;"A";1013.14;"A";12;"A";1;"A";13;"A";445;"A";0;"A";53.33;"A"
"2025-01-29 16:00";96.19;"A";4212.8;"A";45.91;"A";31.74;"A";27.95;"A";17.97;"A";59.98;"A";25;"A";11.58;"A";81.69;"A";1013.29;"A";14;"A";1;"A";11;"A";341;"A";0;"A";130;"A"
"2025-01-29 16:15";96.19;"A";4212.87;"A";44.81;"A";30.99;"A";27.29;"A";18.03;"A";59.99;"A";24;"A";11.63;"A";81.9;"A";1013.37;"A";13;"A";1;"A";12;"A";327;"A";0;"A";133.33;"A"
"2025-01-29 16:30";96.19;"A";4212.93;"A";42.34;"A";29.29;"A";25.8;"A";18.13;"A";60.02;"A";25;"A";11.67;"A";82.14;"A";1013.34;"A";12;"A";1;"A";13;"A";305;"A";0;"A";130;"A"
"2025-01-29 16:45";96.19;"A";4212.87;"A";40.76;"A";28.21;"A";24.84;"A";18.24;"A";59.98;"A";27;"A";11.74;"A";82.23;"A";1013.28;"A";15;"A";1;"A";12;"A";309;"A";0;"A";143.33;"A"
"2025-01-29 17:00";96.19;"A";4212.8;"A";46.77;"A";32.33;"A";28.47;"A";18.27;"A";59.97;"A";27;"A";11.75;"A";82.2;"A";1013.12;"A";13;"A";1;"A";14;"A";323;"A";0;"A";60;"A"
"2025-01-29 17:15";96.19;"A";4212.87;"A";45.64;"A";31.55;"A";27.79;"A";18.25;"A";60.01;"A";27;"A";11.69;"A";82.49;"A";1013.28;"A";14;"A";1;"A";13;"A";326;"A";0;"A";53.33;"A"
"2025-01-29 17:30";96.19;"A";4212.73;"A";44.84;"A";31.01;"A";27.31;"A";18.26;"A";60.01;"A";27;"A";11.57;"A";82.93;"A";1013.42;"A";13;"A";1;"A";14;"A";341;"A";0;"A";90;"A"
"2025-01-29 17:45";96.19;"A";4212.8;"A";41.75;"A";28.89;"A";25.44;"A";18.23;"A";60.03;"A";25;"A";11.45;"A";83.38;"A";1013.46;"A";13;"A";1;"A";12;"A";301;"A";0.33;"A";136.67;"A"
"2025-01-29 18:00";96.19;"A";4212.73;"A";44.12;"A";30.51;"A";26.87;"A";18.31;"A";60;"A";26;"A";11.49;"A";83.55;"A";1013.68;"A";11;"A";1;"A";15;"A";336;"A";0.67;"A";130;"A"
"2025-01-29 18:15";96.19;"A";4212.87;"A";45.93;"A";31.76;"A";27.97;"A";18.39;"A";59.99;"A";26;"A";11.61;"A";83.33;"A";1013.72;"A";10;"A";2;"A";16;"A";419;"A";1;"A";133.33;"A"
"2025-01-29 18:30";96.19;"A";4212.87;"A";45.39;"A";31.39;"A";27.64;"A";18.42;"A";59.99;"A";25;"A";11.66;"A";83.26;"A";1013.8;"A";11;"A";1;"A";14;"A";338;"A";0.67;"A";136.67;"A"
