timestamp;TC~T-QM[Cairnet CXM24280940];in °C;HR~T-QM[Cairnet CXM24280940];in %;PA~T-QM[Cairnet CXM24280940];in hPa;CO~4672-QM[Cairnet CXM24280940];in ppb;O3-NO2~4694-QM[Cairnet CXM24280940];in ppb;SO2~4715-QM[Cairnet CXM24280940];in ppb;NO2~4581-QM[Cairnet CXM24280940];in ppb;O3~0940-QM[Cairnet CXM24280940];in ppb;PM10~D641-QM[Cairnet CXM24280940];in µg/m3;PM2.5~D641-QM[Cairnet CXM24280940];in µg/m3;PM1~D641-QM[Cairnet CXM24280940];in µg/m3
(in display TZ);value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc
02.10.2025 17:45;14.87;A;67.22;A;1012.05;A;243;A;34;A;0;A;21;A;13;A;34.13;A;26.82;A;19.41;A
02.10.2025 18:00;14.44;A;69.83;A;1012.15;A;248;A;30;A;0;A;20;A;10;A;37.26;A;29.29;A;21.24;A
02.10.2025 18:15;13.92;A;71.82;A;1012.21;A;539;A;33;A;0;A;29;A;4;A;39.69;A;31.18;A;22.08;A
02.10.2025 18:30;13.38;A;73.83;A;1012.18;A;522;A;29;A;0;A;28;A;2;A;39.96;A;31.98;A;22.7;A
02.10.2025 18:45;12.89;A;74.86;A;1012.24;A;698;A;29;A;0;A;28;A;1;A;42.74;A;33.01;A;23.81;A
02.10.2025 19:00;12.43;A;75.7;A;1012.3;A;522;A;31;A;0;A;30;A;1;A;43.11;A;32.31;A;23.06;A
02.10.2025 19:15;12.17;A;76.81;A;1012.43;A;501;A;28;A;0;A;26;A;2;A;41.32;A;31.66;A;22.38;A
02.10.2025 19:30;12.13;A;76.47;A;1012.56;A;407;A;29;A;0;A;28;A;1;A;50.51;A;39.91;A;28.52;A
02.10.2025 19:45;12.2;A;77.28;A;1012.56;A;350;A;30;A;0;A;27;A;3;A;52.3;A;41.48;A;29.01;A
02.10.2025 20:00;12.12;A;78.31;A;1012.68;A;352;A;29;A;0;A;25;A;4;A;58.41;A;45.64;A;32.64;A
02.10.2025 20:15;11.98;A;79.32;A;1012.62;A;359;A;28;A;0;A;26;A;3;A;62.57;A;48.49;A;33.97;A
02.10.2025 20:30;11.86;A;80.19;A;1012.7;A;365;A;28;A;0;A;24;A;3;A;65.83;A;51.03;A;34.89;A
02.10.2025 20:45;11.7;A;80.87;A;1012.58;A;344;A;26;A;0;A;22;A;4;A;59.47;A;47.45;A;33.3;A
02.10.2025 21:00;11.57;A;81.1;A;1012.45;A;306;A;26;A;1;A;22;A;4;A;57.52;A;45.42;A;32.28;A
02.10.2025 21:15;11.59;A;81.26;A;1012.43;A;270;A;27;A;0;A;22;A;5;A;51.62;A;39.32;A;30.6;A
02.10.2025 21:30;11.56;A;81.6;A;1012.37;A;267;A;26;A;0;A;21;A;5;A;46.37;A;33.99;A;31.1;A
02.10.2025 21:45;11.44;A;82.43;A;1012.33;A;255;A;25;A;0;A;21;A;4;A;44.79;A;32.83;A;29.92;A
02.10.2025 22:00;11.38;A;82.45;A;1012.27;A;230;A;25;A;0;A;22;A;3;A;43.09;A;32.17;A;28.93;A
02.10.2025 22:15;11.27;A;83.17;A;1012.21;A;229;A;25;A;0;A;22;A;2;A;40.1;A;29.13;A;27.58;A
02.10.2025 22:30;11.17;A;83.45;A;1012.16;A;207;A;25;A;0;A;24;A;2;A;38.24;A;27.77;A;26.28;A
02.10.2025 22:45;11.17;A;83.45;A;1012.01;A;190;A;27;A;0;A;26;A;1;A;33.92;A;24.61;A;23.26;A
02.10.2025 23:00;11.27;A;83.25;A;1011.83;A;153;A;27;A;0;A;22;A;5;A;29.66;A;21.48;A;20.28;A
02.10.2025 23:15;11.31;A;83.1;A;1011.85;A;151;A;25;A;0;A;16;A;9;A;30.19;A;21.87;A;20.65;A
02.10.2025 23:30;11.34;A;82.69;A;1011.66;A;163;A;25;A;0;A;15;A;10;A;37.74;A;27.4;A;25.94;A
